ID,英文詞彙,中文詞彙,更新日期
21343949,dress,處理,
21343950,library,圖書館,
21343951,lay,定位；層次；產卵；武器瞄準,
21343952,glass,玻璃,
21343953,pattern,模式；型態；圖案；模型；圖樣；圖形；樣式；圖型,
21343954,entry,進入；款目；輸入項,
21343955,radio,無線電,
21343956,route,路線；途徑；路徑；航路,
21343957,aspect,方向；方位；季相；坡向；號誌顯示,
21343958,error,錯誤；誤差,
21343959,capture,捕捉；捕獲；擷取；襲奪,
21343960,episode,期；事件；場景,
21343961,estate,財產,
21343962,alternative,方案；交替；交替的,
21343963,warm,暖；溫暖,
21343964,visitor,訪客,
21343965,sex,性；性別,
21343966,distance,距離,
21343967,protest,抗爭,
21343968,mountain,山；山的,
21343969,bear,熊,
21343970,advertising,廣告；廣告設計,
21343971,jump,跳躍；跳動；跳越；躍變,
21343972,meaning,意義,
21343973,farm,農田,
21343974,links,連桿,
21343975,waste,廢棄物；浪費；廢料；殘渣；廢石,
21343976,component,成分；配置；零件；組件；分量；成份；元件；組成物,
21343977,bay,灣；區域；艙；海灣；檔位；機架,
21343978,initiative,倡議,
21343979,banks,斜床,
21343980,failure,破壞；故障；破裂；衰竭；失效；失常；破綻,
21343981,guideline,規則；指引；指導綱要,
21343982,battery,電池；套組,
21343983,square,區；廣場；平方；四方形；角尺,
21343984,background,背景；基底,
21343985,infrastructure,基礎建設；基礎設施；基本架構；基礎結構；下部結構,
21343986,leg,段；腿；分支；航段；接腳,
21343987,procedure,程序；步驟；電腦程序,
21343988,instance,個例；實例；訴訟程序,
21343989,programme,節目；節目手冊；日課表,
21343990,mode,型；模；方式；型式；調式；眾數；模數；模態,
21343991,researcher,研究員；研究人員；研究者,
21343992,profit,利益；利潤,
21343993,sample,樣本；樣品；取樣；試樣,
21343994,album,相簿,
21343995,speech,演說；言語；語音,
21343996,bus,本體；匯流排；衛星本體；母線,
21343997,fish,魚；遺留物,
21343998,witness,見證；證人,
21343999,mental,精神的,
21344000,grade,等級；分級；坡度；品位；坡降,
21344001,ice,冰,
21344002,vaccine,疫苗,
21344003,cook,廚師；廚工；蒸煮；旋塞,
21344004,transport,運輸；遷移；運送；轉運；搬運；輸送；移位；運輸機；運輸艦,
21344005,suit,套裝；著裝；正式服裝,
21344006,wave,波；浪；波浪,
21344007,frame,架；架構；支架；溫床；景框；構架；圖框,
21344008,coast,海岸；滑行,
21344009,journey,列車；旅程,
21344010,kick,啟動；踢除；突跳,
21344011,vision,視；視覺；願景；視力；視域,
21344012,actor,演員；行動者,
21344013,quote,引述,
21344014,ring,環；環狀；菌環；振鈴,
21344015,guidelines,規範,
21344016,virus,病毒,
21344017,fashion,流行,
21344018,partnership,合夥；夥伴關係,
21344019,paint,塗；油漆；塗料,
21344020,commitment,承諾,
21344021,bridge,橋；橋梁；公路橋；電橋,
21344022,cloud,雲；雲端；混濁,
21344023,weapon,武器,
21344024,delay,延遲；延時；遲延,
21344025,command,命令；指令,
21344026,affair,緋聞,
21344027,improvement,改善；改進；改良工程,
21344028,politics,政治,
21344029,length,長度,
21344030,technique,技術；技巧；工藝,
21344031,defense,防禦；防衛,
21344032,theme,主題；題目；文題,
21344033,zone,區；帶；區域；地帶；區間,
21344034,selection,選擇；遴選；甄選；選拔,
21344035,taste,味；味覺,
21344036,transaction,交易；交換,
21344037,secret,機密,
21344038,deny,拒絕,
21344039,phase,期；相；階段；層面；位相；相位,
21344040,forum,公會；論壇；集會廣場,
21344041,talent,演員,
21344042,aid,幫助；援助；輔助設備,
21344043,corporation,公司,
21344044,joint,節；聯合；關節；接頭；接口；節理；接合點,
21344045,refuse,垃圾；廢棄物；廢物,
21344046,bond,鍵；連結；債券；鍵結；握裹,
21344047,rank,秩；階級；等級,
21344048,license,授權；執照；使用許可,
21344049,hole,洞；孔；破洞；電洞,
21344050,forms,模板,
21344051,studio,攝影室,
21344052,surprise,奇襲,
21344053,medicine,藥；醫學；醫藥；藥品,
21344054,pool,池；鬱血；油層,
21344055,log,原木；日誌；工作日誌,
21344056,cast,鑄造；模子；圓柱體；鑄型,
21344057,speaker,揚聲器,
21344058,root,根；樹根,
21344059,chair,座椅,
21344060,wood,木材,
21344061,chain,鏈；鏈條,
21344062,male,男性；雄性,
21344063,demonstrate,表演,
21344064,instruction,教學；指令,
21344065,crowd,群眾,
21344066,province,區,
21344067,minimum,最小；最小值；最小限度,
21344068,stone,核；石頭；結石；拼版,
21344069,storage,儲存；庫存；倉儲；儲藏；儲藏室；貯藏；儲存器,
21344070,presence,在場,
21344071,guard,保護；防護；鞘,
21344072,argument,論點；引數；論證；論辯,
21344073,confidence,自信；信賴；置信；可信度；信賴度,
21344074,appearance,外觀；外貌；表象,
21344075,cycle,循環；週期；迴圈,
21344076,drugs,藥物；藥品,
21344077,boost,增加；增壓,
21344078,theory,理論；學說,
21344079,boat,小艇,
21344080,wine,酒；葡萄酒,
21344081,magazine,雜誌；彈藥庫；炸藥庫,
21344082,principle,原則；原理,
21344083,metal,金屬；金屬元素,
21344084,pieces,件,
21344085,meal,粉料,
21344086,distribution,發行；分配；運送；分布；運銷；配送；分佈,
21344087,stream,流；河川；水流；河流；氣流；串流；海流,
21344088,properties,性質,
21344089,analyst,分析員,
21344090,employer,雇主；定作人,
21344091,television,電視；電視機,
21344092,combination,合併；組合；聚形,
21344093,sentence,句；語句；樂句,
21344094,signal,訊息；訊號；信號；記號,
21344095,reporter,記者,
21344096,coverage,報導；涵蓋；視界；涵蓋範圍；圖層；蓋度,
21344097,upgrade,升級,
21344098,scientist,科學家；自然科學家,
21344099,journal,期刊,
21344100,giant,巨大；巨大的；巨星；大水槍,
21344101,mistake,錯誤；過錯,
21344102,lift,電梯；升力；舉升；升層；升程,
21344103,hide,隱藏；生皮；獸皮,
21344104,symptom,症狀；徵兆,
21344105,tournament,比賽,
21344106,trouble,故障,
21344107,contribution,貢獻；分攤,
21344108,plants,植物,
21344109,edition,版；版本,
21344110,desire,期望；慾望,
21344111,trail,拖曳,
21344112,investigate,研究；調查,
21344113,truck,卡車,
21344114,marriage,匹配,
21344115,cap,帽；上限；基座；頂蓋；雷管；窯頂；無邊帽；管帽,
21344116,rain,雨,
21344117,lesson,課,
21344118,elements,元素；元件,
21344119,proper,性質,
21344120,developer,開發者；顯影劑；顯影液,
21344121,theater,劇場,
21344122,coffee,咖啡,
21344123,hang,停擺,
21344124,permit,許可；允許,
21344125,and/or,及；或,
21344126,declare,宣告,
21344127,guarantee,保證；保證書,
21344128,outcome,結果；成果,
21344129,assessment,評估；評鑑；評價；評量,
21344130,pop,爆出,
21344131,label,符號；標籤；標記；標註；標號；唇瓣,
21344132,kitchen,廚房,
21344133,gather,取料；聚排,
21344134,yard,場；碼；車場,
21344135,invite,邀請,
21344136,burn,燃燒；燒傷；灰燼；燒錄,
21344137,priority,優先；優先順序；優先權,
21344138,prefer,優選,
21344139,recipe,暫停；處方；配方,
21344140,edit,編輯,
21344141,participant,參與者,
21344142,lock,鎖；鎖定；水閘；閉鎖；船閘,
21344143,warn,警告,
21344144,employment,使用；就業；雇用；聘僱,
21344145,possibility,可能性,
21344146,recovery,恢復；回收；復原；回復；回收率；追償；恢複,
21344147,format,格式；型式,
21344148,innovation,創新；革新,
21344149,draft,吃水；草稿；匯票；吃水線；賊風,
21344150,opposition,衝,
21344151,defend,抗辯,
21344152,expense,費用,
21344153,cat,駝峰,
21344154,infection,感染；傳染,
21344155,valley,谷；小谷,
21344156,stores,材料,
21344157,signs,記號,
21344158,entertainment,娛樂；交際費,
21344159,passenger,乘客,
21344160,recover,恢復；回收；復位,
21344161,conflict,衝突,
21344162,destroy,銷毀,
21344163,vice,副；虎鉗,
21344164,intelligence,智慧；智能；智力,
21344165,registration,登記；檢驗；註冊；對位,
21344166,forest,森林,
21344167,fruit,果實,
21344168,fees,費用；規費,
21344169,journalist,新聞記者,
21344170,reporting,報導,
21344171,reply,回答；答覆；回覆,
21344172,index,指數；指標；索引,
21344173,storm,風暴；暴風,
21344174,producer,生產者；發生器；發生爐,
21344175,engineering,工程；工程學,
21344176,birth,出生,
21344177,mount,山；安裝；底座；機架；駕乘；山峯；封固；架座,
21344178,wheel,輪；車輪,
21344179,plastic,塑膠；塑料；塑性；整形的；塑性的；可塑的,
21344180,recommendation,建議；推薦；建議案,
21344181,expectation,期待；預期；期望；期望值,
21344182,ideal,理想,
21344183,gear,衣服；裝置；齒輪；起落架,
21344184,species,種；種類；物種,
21344185,recall,回憶；罷免；召回；藥物回收；產品召回,
21344186,sweet,甜的,
21344187,defence,防禦；抗辯,
21344188,blow,衝擊；爆炸；產卵；燒斷,
21344189,enhance,增強,
21344190,assistant,助理；助劑,
21344191,importance,重要度,
21344192,goods,貨物；貨品,
21344193,motor,運動；運動的；馬達；電動機；發動機,
21344194,bird,鳥；飛機,
21344195,spoke,輻；輪輻,
21344196,layer,層；分層；岩層；色層；圖層,
21344197,leaves,葉,
21344198,inch,吋,
21344199,chapter,章,
21344200,circumstance,環境；情況；事件,
21344201,crew,工作人員；組員,
21344202,repair,修復；修理；修補；修補作用,
21344203,manufacturer,製造商；製造者,
21344204,pitch,瀝青；間距；音調；音高；俯仰；傾角,
21344205,poll,民意調查；民意測驗；點詢,
21344206,delete,刪除,
21344207,deputy,副職,
21344208,default,違約；遲延,
21344209,wild,野生的,
21344210,reform,改革,
21344211,perspective,觀點；透視；透視法,
21344212,organisation,組織,
21344213,wake,喚醒；航跡；尾流；跡流；尾跡,
21344214,export,輸出,
21344215,queen,女王,
21344216,identity,身分；認同；識別；本體；恆等；同一性,
21344217,compete,比賽；競賽,
21344218,shoe,滑軌,
21344219,provision,條款；給養,
21344220,reaction,反應；互作用；反作用,
21344221,resolution,解決；分解；解析度,
21344222,seed,種；種子,
21344223,enterprise,企業；企業家精神,
21344224,survive,生存,
21344225,stadium,期,
21344226,attract,吸引,
21344227,rare,稀少,
21344228,returns,回波,
21344229,healthcare,健康照護,
21344230,emerge,排出；孵化,
21344231,leads,導線,
21344232,sugar,糖,
21344233,relative,相對；相對的；關係調,
21344234,mail,郵件,
21344235,tag,標籤,
21344236,objective,目標；目的；物鏡,
21344237,horse,馬；夾層,
21344238,branch,枝；分館；分支；分枝；支路,
21344239,bright,亮度；原色,
21344240,flag,旗；標示；標旗；旗標,
21344241,ignore,略,
21344242,stretch,範圍；伸展；展延；伸長；延展性；拉伸,
21344243,reward,回饋；報酬；獎賞；酬賞,
21344244,broken,斷的；破損的,
21344245,resolve,解析,
21344246,engineer,工程師,
21344247,bottle,瓶；容器,
21344248,diet,飲食,
21344249,photograph,攝影；照相；相片；像片,
21344250,steel,鋼,
21344251,egg,蛋；卵,
21344252,tank,桶；槽；儲槽,
21344253,kit,組；套件；套組,
21344254,buyer,採購員,
21344255,appointment,派用,
21344256,van,廂型車；箱車,
21344257,sky,天空,
21344258,gap,間隔；空隙；間隙,
21344259,description,說明；描述；性狀,
21344260,surgery,手術；外科學,
21344261,penalty,罰款；懲罰；違約金,
21344262,chemical,化學品；化學的；化學藥品,
21344263,planet,行星,
21344264,row,列；音列,
21344265,creation,產生；創生,
21344266,flower,花,
21344267,professionals,專業人員,
21344268,fat,脂肪,
21344269,accident,意外；事故；災害；失事；災變；意外事故；偶發事故,
21344270,rent,租金；裂縫；裂口；斷口,
21344271,muscle,肌；肌肉,
21344272,tom,支撐,
21344273,silver,銀；棉條,
21344274,tear,撕；撕裂；開裂；跳變,
21344275,height,高；高度；頂點；高程,
21344276,designer,設計師；設計者,
21344277,context,脈絡；上下文；訊文；系絡,
21344278,restriction,限制；限定；約束；檢束；限制式,
21344279,maintenance,維持；維護；保養；保全；養護；維持期,
21344280,mask,面罩；隱蔽；光罩；遮罩；防護面具；被膜,
21344281,prize,音樂獎,
21344282,pound,磅；雜湊,
21344283,output,輸出；產出；排出量,
21344284,novel,小說；新穎的,
21344285,parking,停車；停泊；待機狀態,
21344286,plate,板；平板；板塊；圖版；板料,
