ID,英文名稱,中文名稱,圖片,中國大陸譯名,類別,更新日期
2916221,indexed bond,指數債券,,,財務管理組,2017-03-23
2916223,indifference curve,無異曲線,,无差异曲线,財務管理組,2017-03-23
2916224,indirect issuing,間接發行,,间接发行,財務管理組,2017-03-23
2916225,indirect quotation,間接報價,,,財務管理組,2017-03-23
2916226,individual learning,個體學習,,个体学习,財務管理組,2017-03-23
2916227,individual time-invariant variable,個體時間恆量變數,,个体时间恒量,財務管理組,2017-03-23
2916228,individual time-varying variable,個體時變變數,,个体时变变量,財務管理組,2017-03-23
2916229,inductive learning,歸納式學習,,归纳学习,財務管理組,2017-03-23
2916230,industrial metals futures,工業金屬期貨,,,財務管理組,2017-03-23
2916231,industry fund,產業基金,,产业基金,財務管理組,2017-03-23
2916232,Inflation,通貨膨脹,,,財務管理組,2017-03-23
2916233,inflation premium,通貨膨脹溢酬,,,財務管理組,2017-03-23
2916234,information cascade,資訊瀑布,,信息瀑布,財務管理組,2017-03-23
2916235,information connotation effect,資訊內涵效應,,信息内涵效应,財務管理組,2017-03-23
2916236,information content effect,資訊內容效應,,信息含量效应,財務管理組,2017-03-23
2916237,information content hypothesis,資訊內涵假說,,,財務管理組,2017-03-23
2916238,information disclosure requirement,資訊揭露制度,,信息披露制度,財務管理組,2017-03-23
2916239,informational efficiency,資訊效率,,信息有效性,財務管理組,2017-03-23
2916240,informed trader,知情交易者,,知情交易者,財務管理組,2017-03-23
2916241,initial margin,原始保證金,,初始保证金,財務管理組,2017-03-23
2916243,inside half-spread,內部半價差,,内部半价差,財務管理組,2017-03-23
2916244,insider,內部人,,,財務管理組,2017-03-23
2916245,insider trading,內線交易,,,財務管理組,2017-03-23
2916246,institutional index,機構指數,,,財務管理組,2017-03-23
2916247,institutional investor,機構投資人,,,財務管理組,2017-03-23
2916248,insurance,保險,,保险,財務管理組,2017-03-23
2916249,insurance company,保險公司,,保险公司,財務管理組,2017-03-23
2916250,insurance market,保險市場,,保险市场,財務管理組,2017-03-23
2916251,insured bond,擔保債券,,被保险的债券,財務管理組,2017-03-23
2916253,Interbank lending,銀行同業拆借,,银行同业拆借,財務管理組,2017-03-23
2916254,inter-bank offered credit,銀行同業拆借,,同业拆借市场,財務管理組,2017-03-23
2916255,interest futures market,利率期貨市場,,利率期货市场,財務管理組,2017-03-23
2916256,interest rate,利率,,利率,財務管理組,2017-03-23
2916257,interest rate anticipation swap,利率預測交換,,利率预测互换,財務管理組,2017-03-23
2916258,interest rate cap,利率上限,,利率上限,財務管理組,2017-03-23
2916259,interest rate collars,利率上下限契約,,,財務管理組,2017-03-23
2916260,interest rate floors,利率下限,,利率下限,財務管理組,2017-03-23
2916261,interest rate futures,利率期貨,,利率期货,財務管理組,2017-03-23
2916262,interest rate option,利率選擇權,,利率期权,財務管理組,2017-03-23
2916263,interest rate parity theorem,利率平價理論,,利率平价理论,財務管理組,2017-03-23
2916264,interest rate risk,利率風險,,利率风险,財務管理組,2017-03-23
2916265,interest rate risk or interest rate price risk,利率風險,,,財務管理組,2017-03-23
2916266,interest rate risk pricing,利率風險定價,,利率风险定价,財務管理組,2017-03-23
2916267,"interest rate swap, IRS",利率交換,,利率互换,財務管理組,2017-03-23
2916268,interest tax shield,利息稅盾,,利息税盾,財務管理組,2017-03-23
2916269,inter-market arbitrage,跨市場套利,,跨市套利,財務管理組,2017-03-23
2916270,intermarket sector spread,市場間利差,,市场间利率价差,財務管理組,2017-03-23
2916271,intermarket spread swap,市場間價差交換,,市场价差互换,財務管理組,2017-03-23
2916272,intermediary business,中間業務,,中间业务,財務管理組,2017-03-23
2916273,internal control system,內部控制制度,,内部控制制度,財務管理組,2017-03-23
2916274,internal rate of return method,內部報酬率法,,,財務管理組,2017-03-23
2916275,"internal rate of return, IRR",內部報酬率,,内部收益率,財務管理組,2017-03-23
2916276,international futures market,國際期貨市場,,国际期货市场,財務管理組,2017-03-23
2916277,international inter-bank market,國際銀行同業拆借市場,,国际同业拆放市场,財務管理組,2017-03-23
2916278,international leasing market,國際租賃市場,,国际租赁市场,財務管理組,2017-03-23
2916279,international monetary system,國際貨幣制度,,,財務管理組,2017-03-23
2916280,international stock market,國際股票市場,,国际股票市场,財務管理組,2017-03-23
2916281,International Swap Dealers Association {=ISDA},國際交換交易員協會,,,財務管理組,2020-04-09
2916282,inter-period arbitrage,跨期套利,,跨期套利,財務管理組,2017-03-23
2916283,in-the-money,價內,,实值状态,財務管理組,2017-03-23
2916284,intramarket sector spread,市場內利差,,市场内利率价差,財務管理組,2017-03-23
2916285,intrinsic value,內涵價值,,内在价值,財務管理組,2017-03-23
2916286,intrinsic value method,內在價值法,,股票内在价值法,財務管理組,2017-03-23
2916287,introducing broker,初始中介期貨經紀商,,,財務管理組,2017-03-23
2916288,inventory blanket lien,存貨綜合留置權,,,財務管理組,2017-03-23
2916289,inventory conversion period,存貨轉換期間,,,財務管理組,2017-03-23
2916290,inventory financing,存貨融資,,,財務管理組,2017-03-23
2916291,inventory model,存貨模型,,存货模型,財務管理組,2017-03-23
2916292,inventory turnover ratio,存貨週轉率,,,財務管理組,2017-03-23
2916293,inverse floater,逆浮動,,,財務管理組,2017-03-23
2916294,inverted (abnormal) yield curve,逆殖利率曲線,,,財務管理組,2017-03-23
2916295,investment,投資,,投资,財務管理組,2017-03-23
2916296,investment bank,投資銀行,,投资银行,財務管理組,2017-03-23
2916297,investment horizon,投資期間,,,財務管理組,2017-03-23
2916298,"investment opportunity schedule, IOS",投資機會表,,,財務管理組,2017-03-23
2916299,investment project proposal comparison approach,投資專案計畫比較法,,投资方案比较法,財務管理組,2017-03-23
2916300,investment timing option,投資時點選擇權,,,財務管理組,2017-03-23
2916302,investment-grade bonds,投資等級債券,,,財務管理組,2017-03-23
2916303,invoice price,發票價格,,,財務管理組,2017-03-23
2916304,IPO premium,首次公開發行溢價,,首次公开发行溢价,財務管理組,2017-03-23
2916305,isolation effect,隔離效應,,隔离效应,財務管理組,2017-03-23
2916306,issue cost,發行成本,,发行成本,財務管理組,2017-03-23
2916307,Ito's lemma,伊藤定理,,伊藤定理,財務管理組,2017-03-23
2916310,kernel estimation,核估計,,核估计,財務管理組,2017-03-23
2916311,Korea composite stock price Index,韓國綜合股價指數,,韩国综合指数,財務管理組,2017-03-23
2916312,Kuala Lumpur stock Index,馬來西亞吉隆坡股價指數,,马来西亚吉隆坡指数,財務管理組,2017-03-23
2916313,law of one price,單一價格法則,,一价定律,財務管理組,2017-03-23
2916314,learning option,學習型選擇權,,学习型期权,財務管理組,2017-03-23
2916315,lease,租賃,,,財務管理組,2017-03-23
2916316,leasing company,租賃公司,,租赁公司,財務管理組,2017-03-23
2916317,legal corporate equity securities,法人股權證券,,法人股,財務管理組,2017-03-23
2916318,legal reserve ratio,法定存款準備率,,法定存款准备率,財務管理組,2017-03-23
2916319,lender of last resort,最後貸款人,,最后贷款人,財務管理組,2017-03-23
2916320,lending margin,貸款息差,,贷款息差,財務管理組,2017-03-23
2916321,lending portfolio,貸出投資組合,,,財務管理組,2017-03-23
2916322,lessee,承租人,,,財務管理組,2017-03-23
2916323,lessor,出租人,,,財務管理組,2017-03-23
2916324,letter of credit,信用狀,,信用证业务,財務管理組,2017-03-23
2916325,"leveraged buy-out, LBO",融資買進,,杠杆收购,財務管理組,2017-03-23
2916326,liabilities,負債,,,財務管理組,2017-03-23
2916327,liability business,負債業務,,银行负债业务,財務管理組,2017-03-23
2916328,liability management,負債管理,,负债管理,財務管理組,2017-03-23
2916329,liability management theory,負債管理理論,,负债管理理论,財務管理組,2017-03-23
2916330,life insurance company,人壽保險公司,,人寿保险公司,財務管理組,2017-03-23
2916331,limit of diversification,風險分散極限原則,,,財務管理組,2017-03-23
2916332,limit order,限價單,,限价委托,財務管理組,2017-03-23
2916333,limited liability,有限責任,,,財務管理組,2017-03-23
2916335,Lintner model,Lintner模型,,林特纳模型,財務管理組,2017-03-23
2916336,liquid asset,流動資產,,,財務管理組,2017-03-23
2916338,liquidity,流動性,,流动性,財務管理組,2017-03-23
2916339,liquidity preference theory,流動性偏好理論,,流动性偏好假设,財務管理組,2017-03-23
2916340,liquidity premium,流動性溢價、流動性溢酬,,流动性溢价,財務管理組,2017-03-23
2916342,liquidity risk,流動性風險,,流动性风险,財務管理組,2017-03-23
2916343,liquidity traders,流動性交易者,,流动性交易者,財務管理組,2017-03-23
2916344,liquidity-enhancing innovation,流動性-增強型創新,,流动性-增强型创新,財務管理組,2017-03-23
2916345,loan,貸款,,贷款,財務管理組,2017-03-23
2916346,loan commitment,貸款承諾,,贷款承诺,財務管理組,2017-03-23
2916347,loan loss reserve,呆帳準備,,呆账准备金,財務管理組,2017-03-23
2916348,loan-to-value ratio {=LTV},貸款價值比,,抵押资产价值比,財務管理組,2020-03-31
2916349,local expectation theory,局部預期理論,,局部预期理论,財務管理組,2017-03-23
2916350,lock-in effect,鎖定效應,,锁定效应,財務管理組,2017-03-23
2916351,London Financial Times-stock Exchange Index,倫敦金融時報指數,,伦敦《金融时报》指数,財務管理組,2017-03-23
2916352,"London interbank bid rate, LIBID",倫敦銀行同業拆借利率,,伦敦银行同业拆入利息率,財務管理組,2017-03-23
2916353,London interbank offered rate,倫敦銀行同業拆放利率,,伦敦同业拆出利息率,財務管理組,2017-03-23
2916354,"London International Financial Futures Exchange, LIFFEE",倫敦國際金融期貨交易所,,,財務管理組,2017-03-23
2916355,long,買入、買方,,,財務管理組,2017-03-23
2916356,long hedges,多頭避險,,,財務管理組,2017-03-23
2916357,long position,多頭部位,,多头,財務管理組,2017-03-23
2916358,long straddle,買進跨式部位,,,財務管理組,2017-03-23
2916359,long-term bond,長期債券,,长期债券,財務管理組,2017-03-23
2916360,long-term debt,長期負債,,,財務管理組,2017-03-23
2916361,"long-term equity anticipation security, LEAPS",長期股權預期證券,,,財務管理組,2017-03-23
2916362,long-term municipal bond index,長期地方債券指數,,,財務管理組,2017-03-23
2916363,lookback option,回顧型選擇權,,回望期权,財務管理組,2017-03-23
2916364,loss aversion,損失規避,,损失厌恶,財務管理組,2017-03-23
2916365,macro hedge,整體避險,,综合避险,財務管理組,2017-03-23
2916366,maintenance margin,維持保證金,,,財務管理組,2017-03-23
2916367,"major market index, MMI",主要市場指數,,,財務管理組,2017-03-23
2916368,managed-float regime,可管理浮動區間,,,財務管理組,2017-03-23
2916370,margin,保證金,,保证金,財務管理組,2017-03-23
2916371,margin call,保證金追繳,,,財務管理組,2017-03-23
2916372,marginal cost of capital {=MCC},邊際資金成本,,,財務管理組,2020-03-25
2916373,margins of safety,安全邊界,,安全边界,財務管理組,2017-03-23
2916374,market auction preferred stock (money market preferred stock),股息競價特別股,,,財務管理組,2017-03-23
2916375,market breadth,市場寬度,,市场宽度,財務管理組,2017-03-23
2916376,market completeness,市場的完全性,,,財務管理組,2017-03-23
2916377,market depth,市場深度,,市场深度,財務管理組,2017-03-23
2916378,market discipline,市場紀律,,市场纪律,財務管理組,2017-03-23
2916379,market efficiency,市場效率性,,市场有效性,財務管理組,2017-03-23
2916380,market equilibrium,市場均衡,,市场均衡,財務管理組,2017-03-23
2916381,market impact cost,市場影響成本,,市场影响成本,財務管理組,2017-03-23
2916382,market maker,造市者,,做市商,財務管理組,2017-03-23
2916383,market microstructure,市場微結構,,市场微观结构,財務管理組,2017-03-23
2916384,market model,市場模式,,,財務管理組,2017-03-23
2916385,market multiple analysis,市場乘數分析法,,,財務管理組,2017-03-23
2916386,market order,市價單,,市价委托,財務管理組,2017-03-23
2916387,market portfolio,市場投資組合,,市场投资组合,財務管理組,2017-03-23
2916388,market price,市場價格,,,財務管理組,2017-03-23
2916389,market price of risk,風險的市場價格,,风险的市场价格,財務管理組,2017-03-23
