ID,英文名稱,中文名稱,圖片,中國大陸譯名,國籍,專長,生歿年,更新日期
3541231,"Martinů, Bohuslav",馬悌努,,马蒂努,捷克,作曲,1890-1959,2018-05-30
3541232,"Marttinen, Tauno",馬悌能,,马蒂尼,芬蘭,作曲,1912-2008,2018-05-30
3541233,"Martucci, Giuseppe",馬土契,,马杜契,義大利,鋼琴；指揮；作曲,1856-1909,2018-05-30
3541234,"Martzy, Johanna",馬爾齊,,马齐,匈牙利,小提琴,1924-1979,2018-05-30
3541235,"Marx, Joseph",馬克思，約瑟夫,,马克思，约瑟夫,奧地利,作曲，樂評,1882-1964,2018-05-30
3541236,"Marx, Karl",馬克思，卡爾,,马克思，卡尔,德國,作曲,1897-1985,2018-05-30
3541237,"Mascagni, Pietro",馬斯卡尼,,马斯卡尼,義大利,作曲,1863-1945,2018-05-30
3541238,"Mason, Daniel Gregory",梅森，丹尼爾,,梅森，丹尼尔,美國,作曲，著作,1873-1953,2018-05-30
3541239,"Mason, Paul Marie",馬頌,,马松,法國,音樂史,1882-1954,2018-05-30
3541240,"Massart, Lambert",馬薩爾,,马萨尔,比利時,小提琴,1811-1892,2018-05-30
3541241,"Massenet, Jules",馬斯內,,马斯内,法國,作曲,1842-1912,2018-05-30
3541242,"Mata, Edoardo",馬塔,,马塔,墨西哥,指揮,1942-1995,2018-05-30
3541243,"Materna, Amalie",馬特娜,,马特纳,奧地利,女高音,1844-1918,2018-05-30
3541244,"Mathis, Edith",馬蒂絲,,马蒂斯,瑞士,女高音,1938-,2018-05-30
3541245,"Matthay, Tobias",馬泰,,马太,英國,鋼琴,1858-1945,2018-05-30
3541246,"Mattheson, Johann",馬特宗,,马特松,德國,作曲；音樂理論,1681-1764,2018-05-30
3541247,"Matthews, David",馬修斯，大衛,,马修斯，大卫,英國,作曲,1943-,2018-05-30
3541248,"Matthews, Denis",馬修斯，丹尼斯,,"马修斯,丹尼斯",英國,鋼琴；音樂著作,1919-1988,2018-05-30
3541249,"Matthews, Thomas",馬修斯，湯瑪斯,,马修斯，托玛斯,英國,小提琴；指揮,1907-1969,2018-05-30
3541250,"Mayseder, Josef",麥瑟德,,麦塞德,奧地利,小提琴,1789-1863,2018-05-30
3541251,"Mayuzumi, Toshiro",黛敏郎,,黛敏郎,日本,作曲,1929-1997,2018-05-30
3541252,"McCabe, John",麥凱布,,麦凯布,英國,作曲；鋼琴；著作,1939-,2018-05-30
3541253,"McCormack, John",麥科馬克,,麦科马克,美國,男高音,1884-1945,2018-05-30
3541254,"McCracken, James",麥克拉肯,,麦克拉肯,美國,男高音,1926-1988,2018-05-30
3541255,"Medtner, Nikolai Karlovich",梅特納,,梅特纳,俄國,鋼琴；作曲,1880-1951,2018-05-30
3541256,"Mehta, Zubin",梅塔,,梅塔,印度,指揮,1936-,2018-05-30
3541257,"Méhul, Étienne-Nicolas",梅于爾,,梅于尔,法國,作曲,1763-1817,2018-05-30
3541258,"Melartin, Erkki Gustav",梅拉廷,,梅拉尔廷,芬蘭,作曲,1875-1937,2018-05-30
3541259,"Melba, Nellie",梅爾芭,,梅尔巴,澳大利亞,女高音,1861-1931,2018-05-30
3541260,"Melchior, Lauritz",梅爾基奧爾,,梅尔基奥尔,丹麥,男高音,1890-1973,2018-05-30
3541261,"Mendelssohn(Bartholdy), Felix",孟德爾頌，菲利克斯,,门德尔松，菲利克斯,德國,作曲,1809-1847,2018-05-30
3541262,"Mendelssohn(Hensel), Fanny Cäcilie",孟德爾頌，芬妮,,门德尔松，芬妮,德國,作曲,1805-1847,2018-05-30
3541263,"Mengelberg, Willem",孟格堡（孟格爾貝赫），威廉,,"门额尔贝赫,威廉",荷蘭,指揮,1871-1951,2018-05-30
3541264,"Menges, Herbert",孟吉斯，赫伯特,,"门杰斯,赫伯特",美國,指揮,1902-1972,2018-05-30
3541265,"Menges, Isolde",孟吉斯，伊索德,,"门杰斯,伊索尔德",英國,小提琴,1893-1976,2018-05-30
3541266,"Mennin, Peter",孟寧,,门宁,美國,作曲,1923-1983,2018-05-30
3541267,"Menotti, Gian Carlo",梅諾悌,,梅诺蒂,美國,作曲,1911-2007,2018-05-30
3541268,"Menuhin, Yehudi",梅紐因,,梅纽因,美國,小提琴,1916-1999,2018-05-30
3541269,"Merikanto, Aarre",梅利康托，阿瑞,,"梅利坎托,阿瑞",芬蘭,作曲,1893-1958,2018-05-30
3541270,"Merikanto, Oskar",梅利康托，奧斯卡,,"梅利坎托,奧斯卡",芬蘭,作曲；管風琴,1868-1924,2018-05-30
3541271,"Meriläinen, Usko",梅利萊能,,梅利莱宁,芬蘭,作曲,1930-2004,2018-05-30
3541272,"Merrill, Robert",梅利爾,,梅利尔,美國,男中音,1917-2004,2018-05-30
3541273,"Mersenne, Marin",梅森納,,梅森,法國,音樂理論,1588-1648,2018-05-30
3541274,"Merulo, Claudio",梅路羅,,梅鲁洛,義大利,作曲；管風琴；出版,1533-1604,2018-05-30
3541275,"Messiaen, Olivier",梅湘,,梅西昂,法國,作曲；管風琴,1908-1992,2018-05-30
3541276,"Mewton-Wood, Noel",繆頓－伍德,,缪顿-伍德,澳大利亞,鋼琴,1922-1953,2018-05-30
3541277,"Meyer, Krzysztof",梅耶，克濟斯托夫,,"迈尔,克济斯托夫",波蘭,作曲,1943-,2018-05-30
3541278,"Meyerbeer, Giacomo",梅耶貝爾,,迈耶贝尔,德國,作曲,1791-1864,2018-05-30
3541279,"Meyerowitz, Jan",梅耶洛維茲,,迈耶洛维茲,美國,作曲,1913-1998,2018-05-30
3541280,"Michelangeli, Arturo Benedetti",米凱蘭傑利,,米凯兰杰利,義大利,鋼琴,1920-1995,2018-05-30
3541281,"Migot, Georges",米戈,,米戈,法國,作曲,1891-1976,2018-05-30
3541282,"Miguel, del Aguila",米格爾,,米格尔,烏克蘭,作曲,1957-,2018-05-30
3541283,"Mihalovici, Marcel",米哈洛維奇,,米哈洛维奇,法國,作曲,1898-1985,2018-05-30
3541284,"Miki, Minoru",三木稔,,三木稔,日本,作曲,1930-2011,2018-05-30
3541285,"Milanov, Zinka",米拉諾芙,,米拉诺夫,克羅埃西亞,女高音,1906-1989,2018-05-30
3541286,"Milanova, Stoika",米拉諾娃,,米拉诺娃,保加利亞,小提琴,1945-,2018-05-30
3541287,"Milhaud, Darius",米堯,,米约,法國,作曲,1892-1974,2018-05-30
3541288,"Milnes, Sherrill",密爾內斯,,米尔内斯,美國,男中音,1935-,2018-05-30
3541289,"Milstein, Nathan",密爾斯坦,,米尔斯坦,美國,小提琴,1904-1992,2018-05-30
3541290,"Milton, John",密爾頓,,米尔顿,英國,作曲,1563-1647,2018-05-30
3541291,"Minkus, Léon(Ludwig)",明庫斯,,明库斯,奧地利,作曲；小提琴,1826-1917,2018-05-30
3541292,"Minton, Yvonne",明頓,,明顿,澳大利亞,次女高音,1938-,2018-05-30
3541293,"Mitropoulos, Dimitri",米托普羅斯,,米特罗普洛斯,希臘,指揮；作曲,1896-1960,2018-05-30
3541294,"Młynarski, Emil",摩溫納爾斯基,,姆伊纳尔斯基,波蘭,作曲；小提琴；指揮,1870-1935,2018-05-30
3541295,"Mödl, Martha",摩德爾,,默德尔,德國,女高音,1912-2001,2018-05-30
3541296,"Moffat, Alfred",莫法特,,莫法特,英國,作曲,1866-1950,2018-05-30
3541297,"Moffo, Anna",莫芙,,莫福,美國,女高音,1935-2006,2018-05-30
3541298,"Moiseiwitsch, Benno",莫伊謝維奇,,莫伊谢维奇,英國,鋼琴,1890-1963,2018-05-30
3541299,"Molinari, Bernardino",莫里那利,,莫利纳里,義大利,指揮,1880-1952,2018-05-30
3541300,"Molinari-Pradelli, Francesco",莫里那利－普拉代利,,莫利纳里－普拉代利,義大利,指揮,1911-1996,2018-05-30
3541301,"Molnar, Antal",莫納爾,,莫尔纳,匈牙利,作曲；音樂學,1890-1983,2018-05-30
3541302,"Mompou, Federico",蒙波,,蒙波乌,西班牙,鋼琴；作曲,1893-1987,2018-05-30
3541303,"Mondonville, Jean-Joseph Cassanéa de",蒙東維爾,,蒙东维尔,法國,小提琴；作曲,1711-1772,2018-05-30
3541304,"Moniuszko, Slanislaw",莫紐什科,,莫纽什科,波蘭,作曲,1819-1872,2018-05-30
3541305,"Monteux, Pierre",蒙托,,蒙忒,法國,指揮,1875-1964,2018-05-30
3541306,"Monteverdi, Claudio",蒙特威爾第,,蒙特威尔第,義大利,作曲,1567-1643,2018-05-30
3541307,"Monti, Vittorio",蒙悌,,蒙蒂,義大利,作曲,1868-1922,2018-05-30
3541308,"Moore, Gerald",穆爾，傑拉德,,穆尔，杰拉德,英國,鋼琴,1899-1987,2018-05-30
3541309,"Mora Bermúdez, Eddie",莫拉·貝爾慕德斯,,"莫拉,贝尔慕德斯",哥斯大黎加,作曲,1965-,2018-05-30
3541310,"Morini, Erica",莫里尼,,莫里尼,奧地利,小提琴,1904-1995,2018-05-30
3541311,"Morison, Elsie",莫莉森,,莫里森,澳大利亞,女高音,1924-2016,2018-05-30
3541312,"Morris, Wyn",摩利斯，威恩,,"莫利斯,威恩",英國,指揮,1929-2010,2018-05-30
3541313,"Moscheles, Ignaz",莫歇勒斯,,莫歇勒斯,德國,鋼琴；作曲,1794-1870,2018-05-30
3541314,"Moszkowski, Moritz",莫什科夫斯基,,莫什科夫斯基,波蘭,鋼琴；作曲,1854-1925,2018-05-30
3541315,"Mottl, Felix",莫特,,莫特尔,奧地利,指揮；作曲,1856-1911,2018-05-30
3541316,"Mozart, Franz Xaver",莫札特，弗朗茲,,"莫扎特,弗朗茲",奧地利,作曲,1791-1844,2018-05-30
3541317,"Mozart, Leopold",莫札特，雷歐波德,,"莫扎特,雷欧波德",奧地利,作曲；小提琴；音樂理論,1719-1787,2018-05-30
3541318,"Mozart, Wolfgang Amadeus",莫札特,,莫札特,奧地利,作曲,1756-1791,2018-05-30
3541319,"Mravinsky, Evgeny",穆拉溫斯基,,姆拉温斯基,俄國,指揮,1903-1988,2018-05-30
3541320,"Muck, Karl",穆克,,穆克,德國,指揮,1859-1940,2018-05-30
3541321,"Muczynski,  Robert",穆欽斯基,,穆钦斯基,美國,作曲,1929-2010,2018-05-30
3541322,"Muffat, Gorge",穆發特，蓋沃格,,穆发特，盖沃格,德國,作曲；管風琴,1653-1704,2018-05-30
3541323,"Muffat, Gottlieb",穆發特，哥特利伯,,穆发特，哥特利伯,德國,作曲；管風琴,1690-1770,2018-05-30
3541324,"Müller von Asow, Erich",繆勒·馮·阿索,,缪勒·冯·阿索,德國,音樂學,1892-1964,2018-05-30
3541325,"Munch, Charles",孟許,,明什,法國,小提琴；指揮,1891-1968,2018-05-30
3541326,"Münchinger, Karl",孟辛格,,明兴格尔,德國,指揮,1915-1990,2018-05-30
3541327,"Muradeli, Vano",穆拉德里,,穆拉杰利,俄國,作曲,1908-1970,2018-05-30
3541328,"Murdoch, William",莫多克,,墨多克,澳大利亞,鋼琴,1888-1942,2018-05-30
3541329,"Mussorgsky, Modest",穆梭斯基,,穆索尔斯基,俄國,作曲,1839-1881,2018-05-30
3541330,"Muti, Riccardo",穆悌,,穆蒂,義大利,作曲,1941-,2018-05-30
3541331,"Muzio, Claudia",穆齊歐,,穆齐奥,義大利,女高音,1889-1936,2018-05-30
3541332,"Myaskovsky, Nikolai Yakovlevich",米亞斯科夫斯基,,米亚斯科夫斯基,俄國,作曲,1881-1950,2018-05-30
3541333,"Myers, Rollo",麥爾斯,,迈尔斯,英國,音樂著作,1892-1985,2018-05-30
3541334,"Mysliveček, Josef",米斯利維切克,,米斯利弗切克,捷克,作曲,1737-1781,2018-05-30
3541335,"Nagel, Wilibald",納格爾,,纳格尔,德國,音樂學,1863-1929,2018-05-30
3541336,"Nápravník, Eduard Frantsovitch",納普拉夫尼克,,纳普拉夫尼克,俄國,作曲；指揮,1839-1916,2018-05-30
3541337,"Nardini, Pietro",納迪尼,,纳尔迪尼,義大利,小提琴；作曲,1722-1793,2018-05-30
3541338,"Navarra, André",納瓦拉,,纳瓦拉,法國,大提琴,1911-1988,2018-05-30
3541339,"Nazareth, Ernesto",納撒雷特,,纳萨雷特,巴西,作曲,1863-1934,2018-05-30
3541340,"Neaman, Yfrah",內曼,,尼曼,黎巴嫩,小提琴,1923-2003,2018-05-30
3541341,"Nedbal, Oskar",內德巴爾,,内德巴尔,捷克,指揮；作曲；中提琴,1874-1930,2018-05-30
3541342,"Neel, Louis Boyd",尼爾,,尼尔,英國,指揮,1905-1981,2018-05-30
3541343,"Neidlinger, Gustav",奈德林格,,奈德林格,德國,低男中音,1912-1991,2018-05-30
3541344,"Nelsova, Zara",內爾索娃,,内尔索娃,美國,大提琴,1918-2002,2018-05-30
3541345,"Nesterenko, Evgeny",內斯特倫科,,湼斯捷连科,俄國,男低音,1938-,2018-05-30
3541346,"Netrebko,Anna",涅特列布科,,涅特列布科,俄國,女高音,1971-,2018-05-30
3541347,"Nettl, Bruno",內妥，布魯諾,,内特尔，布鲁诺,美國,音樂學,1930-,2018-05-30
3541348,"Neumann, Václav",諾伊曼，瓦茲拉夫,,诺伊曼，瓦茨拉夫,捷克,指揮；中提琴,1920-1995,2018-05-30
3541349,"Neumann, Werner",諾伊曼，威爾納,,诺伊曼，维尔纳,德國,音樂學,1905-1970,2018-05-30
3541350,"Nevada, Emma",內華達，艾瑪,,内华达，埃玛,美國,女高音,1859-1940,2018-05-30
3541351,"Nevada, Mignon",內華達，迷孃,,内华达，米尼翁,英國,女高音,1886-1971,2018-05-30
3541352,"Neveu, Ginette",諾渥,,内沃,法國,小提琴,1919-1949,2018-05-30
3541353,"Newman, Ernest",紐曼,,纽曼,英國,樂評；著作,1868-1959,2018-05-30
3541354,"Newton, Ivor",紐頓,,牛顿,英國,鋼琴,1892-1981,2018-05-30
3541355,"Nicolai, Otto",尼可萊,,尼古拉,德國,作曲；指揮,1810-1849,2018-05-30
3541356,"Nicolet, Aurèle",尼科列,,尼科莱,瑞士,長笛,1926-2016,2018-05-30
3541357,"Niecks, Frederick",尼克斯,,尼克斯,英國,音樂著作,1845-1924,2018-05-30
3541358,"Nielsen, Carl August",尼爾森，卡爾·奧古斯特,,尼尔森，卡尔·奥古斯特,丹麥,作曲；指揮,1865-1931,2018-05-30
3541359,"Nielsen, Svend Hvidtfelt",尼爾森，史文德,,尼尔森，史文德,丹麥,作曲,1958-,2018-05-30
3541360,"Niemann, Albert",尼曼,,尼曼,德國,男高音,1831-1917,2018-05-30
3541361,"Nietzsche, Friedrich",尼采,,尼采,德國,哲學；作曲,1844-1900,2018-05-30
3541362,"Nikisch, Arthur",尼基許,,尼基什,奧地利,小提琴；指揮,1855-1922,2018-05-30
3541363,"Nikolayeva, Tat'yana",尼古拉耶娃,,尼古拉耶娃,俄國,鋼琴；作曲,1924-1993,2018-05-30
3541364,"Nilsson, Birgit",尼爾森，碧吉特,,尼尔森，碧吉特,瑞士,女高音,1918-2005,2018-05-30
3541365,"Nilsson, Christine",尼爾森，克莉絲汀,,尼尔森，克莉丝汀,瑞士,女高音,1843-1921,2018-05-30
3541366,"Noble, Jeremy",諾伯，傑瑞米,,诺布尔，杰里米,英國,音樂學；著作,1930-,2018-05-30
3541367,"Noble, John",諾伯，約翰,,诺布尔，约翰,英國,男中音,1931-,2018-05-30
3541368,"Nono, Luigi",諾諾,,诺诺,義大利,作曲,1924-1990,2018-05-30
3541369,"Nordheim, Arne",諾德海姆,,诺德海姆,挪威,作曲,1931-2010,2018-05-30
3541370,"Nordraack(Nordraak), Rickard",諾德拉克,,诺德拉克,挪威,作曲,1842-1866,2018-05-30
3541371,"Nørgård, Per",內加爾德,,内加尔德,丹麥,作曲,1932-,2018-05-30
3541372,"Norman, Jessye",諾曼，潔西,,诺尔曼，杰西,美國,女高音,1945-,2018-05-30
3541373,"Norrington, Roger",諾林頓,,诺林顿,英國,指揮,1934-,2018-05-30
3541374,"Nováček, Ottokar Eugen",諾瓦捷克,,诺瓦切克,匈牙利,作曲,1866-1900,2018-05-30
3541375,"Novák, Vítězslav",諾瓦克,,诺瓦克,捷克,作曲,1870-1949,2018-05-30
3541376,"Novello, Vincent",諾維洛,,诺韦洛,英國,作曲家；音樂出版,1781-1861,2018-05-30
3541377,"Nowak, Leopold",諾華克，雷歐波德,,诺瓦克，利奥波德,奧地利,音樂學,1904-1991,2018-05-30
3541378,"Oberlin, Russell",歐博林,,奥伯林，罗素,美國,男高音,1928-2016,2018-05-30
3541379,"Oborin, Lev",歐伯林,,欧伯林，列夫,俄國,鋼琴,1907-1974,2018-05-30
3541380,"Oboussier, Robert",歐布席耶,,奥布西耶,瑞士,作曲,1900-1957,2018-05-30
3541381,"Obraztsova, Elena",歐布拉佐娃,,奥布拉佐娃,俄國,次女高音,1937-2015,2018-05-30
3541382,"Obrecht, Jakob",歐布雷希特,,奥布雷赫特,荷蘭,作曲,ca.1450-1505,2018-05-30
3541383,"Ockeghem, Johannes",歐克該姆,,奥克盖姆,比利時,作曲,ca.1410-1497,2018-05-30
3541384,Odon de Cluny,歐東,,奥东,法國,音樂學理論,ca.878-942,2018-05-30
3541385,"Oe, Hikari",大江光,,大江光,日本,作曲,1963-,2018-05-30
3541386,"Offenbach, Jacques",歐芬巴赫,,奥芬巴赫,法國,作曲；指揮,1819-1880,2018-05-30
3541387,"Ogdon, John",歐格登,,奥格登,英國,鋼琴,1937-1989,2018-05-30
3541388,"Ohana, Maurice",歐阿納,,奥阿纳,法國,作曲,1913-1992,2018-05-30
3541389,"Ohlsson, Garrick",歐爾森，蓋瑞克,,奥尔森，盖瑞克,美國,鋼琴,1948-,2018-05-30
3541390,"Oïstrakh, David",歐伊斯特拉赫，大衛,,奥伊斯特拉赫，大卫,俄國,小提琴,1908-1974,2018-05-30
3541391,"Oistrakh, Igor",歐伊斯特拉赫，伊果,,奥伊斯特拉赫，伊戈尔,俄國,小提琴,1931-,2018-05-30
3541392,"Olczewska, Maria",歐采芙絲卡,,奥尔切夫斯卡,德國,次女高音,1892-1969,2018-05-30
3541393,"Oncina, Juan",翁希納,,翁西纳,西班牙,男高音,1925-2009,2018-05-30
3541394,"Onegin, Sigrid",歐內金,,奥湼金,德國,女低音,1889-1943,2018-05-30
3541395,"O'Neill, Norman",歐尼爾,,奥尼尔,英國,作曲；指揮,1875-1934,2018-05-30
3541396,"Orff, Carl",奧福,,奥尔夫,德國,作曲；音樂教育,1895-1982,2018-05-30
3541397,"Orlov, Nicolai",奧洛夫，尼可萊,,奥尔洛夫，尼科莱,俄國,鋼琴,1892-1964,2018-05-30
3541398,"Orlov, Vladimir",奧洛夫，弗拉迪米爾,,奥尔洛夫，弗拉基米尔,俄國,大提琴,1928-1999,2018-05-30
3541399,"Ormandy, Eugene",奧曼第,,奥曼迪,美國,指揮，小提琴,1899-1985,2018-05-30
3541400,"Orozco, Rafael",歐洛斯果,,奥罗斯科,西班牙,鋼琴,1946-,2018-05-30
3541401,"Ortiz, Cristina",歐蒂茲,,奥尔蒂斯，克里斯蒂娜,美國,鋼琴,1950-,2018-05-30
3541402,"Ortiz, Diego",歐第斯,,奥尔蒂斯，迭戈,西班牙,作曲,ca.1510-ca.1570,2018-05-30
3541403,"Osborn, Franz",歐茲波恩,,奥斯本,英國,鋼琴,1905-1955,2018-05-30
3541404,"Osterč, Slavko",歐斯台奇,,奥斯特尔契,南斯拉夫,作曲,1895-1941,2018-05-30
3541405,"Ostrčil, Otakar",歐斯特契爾,,奥斯特契尔,捷克,指揮；作曲,1879-1935,2018-05-30
3541406,"Otaka, Hisatada",尾高尚忠,,尾高尚忠,日本,作曲,1911-1951,2018-05-30
3541407,"Otterloo, Willem van(van Otterloo,  Willem)",歐泰魯，威廉·范,,奥特鲁，威廉·范,荷蘭,指揮,1907-1978,2018-05-30
3541408,"Ozawa, Seiji",小澤征爾,,小泽征尔,日本,指揮,1935-,2018-05-30
3541409,"Ozim, Igor",歐金,,奥齐姆,南斯拉夫,小提琴,1931-,2018-05-30
3541410,"Paap, Wouter",帕普,,帕普,荷蘭,音樂著作；作曲,1908-1981,2018-05-30
3541411,"Pachelbel, Johann",帕海貝爾，約翰,,帕赫尔贝尔，约翰,德國,管風琴；作曲,1653-1706,2018-05-30
3541412,"Pachmann, Vladimir de",帕赫曼,,帕赫曼,德國,管風琴,1848-1933,2018-05-30
3541413,"Pacini, Giovanni",帕契尼,,帕奇尼,義大利,作曲,1796-1867,2018-05-30
3541414,"Paderewski, Ignacy Jan",帕德瑞夫斯基,,帕德瑞夫斯基,波蘭,鋼琴；作曲,1860-1941,2018-05-30
3541415,"Padovec, Ivan",帕多維奇,,帕多韦茨,克羅地亞,作曲,1800-1873,2018-05-30
3541416,"Paganini, Nicolo",帕格尼尼,,帕格尼尼,義大利,小提琴；作曲,1782-1840,2018-05-30
3541417,"Paik, Nam June",朴南俊,,朴南俊,韓國,作曲,1932-2006,2018-05-30
3541418,"Paine, John Knowles",潘恩,,佩因,美國,作曲,1839-1906,2018-05-30
3541419,"Paisiello, Giovanni",派西埃羅,,帕伊谢洛,義大利,作曲,1740-1816,2018-05-30
3541420,"Palestrina, Giovanni Pierluigi da",帕勒斯特利納,,帕勒斯特里纳,義大利,作曲,ca.1525-1594,2018-05-30
3541421,"Palm, Siegfried",帕爾姆,,帕姆,德國,大提琴,1927-2005,2018-05-30
3541422,"Palmgren, Selim",潘格倫,,帕尔姆格伦,芬蘭,作曲；鋼琴；指揮,1878-1951,2018-05-30
3541423,"Pandolfi Mealli, Giovanni Antonio",潘朵菲·梅阿里,,潘多尔菲·梅亚利,義大利,作曲,1620-1669,2018-05-30
3541424,"Panofka, Heinrich",帕諾夫卡,,帕诺夫卡,德國,小提琴；作曲,1807-1887,2018-05-30
3541425,"Panufnik, Andrzej",帕努夫尼克，安德熱,,"帕努夫尼克,安德热",英國,作曲,1914-1991,2018-05-30
3541426,"Panufnik, Roxanna",帕努夫尼克，羅桑娜,,"帕努夫尼克,罗克萨娜",英國,作曲,1968-,2018-05-30
3541427,"Paradies, Domenico",帕拉迪耶斯,,"帕拉迪斯,多梅里戈",義大利,作曲；鋼琴,1707-1791,2018-05-30
3541428,"Paradis, Maria Theresia von",帕拉蒂絲,,帕拉蒂斯，玛丽亚,奧地利,鋼琴；管風琴；作曲,1759-1824,2018-05-30
3541429,"Paray, Paul Charles",帕雷,,帕雷,法國,指揮；作曲,1886-1979,2018-05-30
3541430,"Parry, (sir Charles) Hubert (Hastings)",帕里,,帕里,英國,作曲,1848-1918,2018-05-30
3541431,"Pärt, Arvo",培爾特,,佩尔特,愛沙尼亞,作曲,1935-,2018-05-30
3541432,"Pasdeloup, Jules Etienne",帕德路,,帕德卢,法國,指揮,1819-1887,2018-05-30
3541433,"Patti, Adelina",帕蒂,,帕蒂,義大利,女高音,1843-1919,2018-05-30
3541434,"Patzak, Julius",帕札克,,帕察克,奧地利,男高音,1898-1974,2018-05-30
3541435,"Pauer, Max",包爾，馬克斯,,保尔，马克斯,奧地利,鋼琴,1866-1945,2018-05-30
3541436,"Pauk, György",包克,,保克,美國,小提琴,1936-,2018-05-30
3541437,"Paumgartner, Bernhard",包姆加特納,,保姆加特纳,奧地利,指揮；作曲；音樂學,1887-1971,2018-05-30
3541438,"Pavarotti, Luciano",帕瓦洛蒂,,帕瓦洛蒂,義大利,男高音,1935-2007,2018-05-30
3541439,"Pears, Peter",皮爾斯，彼得,,皮尔斯，彼得,英國,男高音,1910-1986,2018-05-30
3541440,"Pelletier, Wilfrid",佩勒提耶,,佩勒蒂耶,加拿大,指揮,1896-1982,2018-05-30
3541441,"Penderecki, Krzysztof",彭德瑞茲基,,彭德瑞茲基,波蘭,作曲,1933-,2018-05-30
3541442,"Pennario, Leonard",彭納里歐,,彭纳里奥,美國,鋼琴,1924-2008,2018-05-30
3541443,"Pépin, Clermont",佩潘,,佩潘,加拿大,作曲,1926-2006,2018-05-30
3541444,"Pepping, Ernst",佩平,,佩平,德國,作曲,1901-1981,2018-05-30
3541445,"Pepusch, Johann Christoph",佩普許,,佩普什,德國,作曲；音樂理論,1667-1752,2018-05-30
3541446,"Perahia, Murray",普萊亞,,佩拉亚,美國,鋼琴；指揮,1947-,2018-05-30
3541447,"Pergolesi, Giovanni Battista",裴哥雷西,,佩戈列西,義大利,作曲,1710-1736,2018-05-30
3541448,"Peri, Jacopo",佩里,,佩里,義大利,作曲,1561-1633,2018-05-30
3541449,"Perlemuter, Vlado",裴勒繆特,,佩勒缪泰,法國,鋼琴,1904-2002,2018-05-30
3541450,"Perlman, Itzhak",帕爾曼,,帕尔曼,以色列,小提琴,1945-,2018-05-30
3541451,"Perosi, Lorenzo",裴洛濟,,佩罗西,義大利,作曲,1872-1956,2018-05-30
3541452,Pérotin (Perotinus Magnus),佩羅坦,,佩罗坦,法國,作曲,ca.1160-1240,2018-05-30
3541453,"Persichetti, Vincent",裴西凱悌,,佩尔西凯蒂,美國,作曲；指揮,1915-1987,2018-05-30
3541454,"Persinger, Louis",佩辛格,,佩辛格,美國,小提琴,1887-1966,2018-05-30
3541455,"Peters, Carl",裴特斯,,彼特斯,德國,音樂出版,1779-1827,2018-05-30
3541456,"Peterson-Berger, Wilhelm Olof",裴特森－貝爾格,,彼德松-贝尔格,瑞典,作曲,1867-1942,2018-05-30
3541457,"Petrassi, Goffredo",裴特拉西,,彼得拉西,義大利,作曲,1904-2003,2018-05-30
3541458,"Petrella, Enrico",裴特列拉,,佩特雷拉,義大利,歌劇作曲,1918-1877,2018-05-30
3541459,"Petri, Egon",裴特利,,彼得里,德國,鋼琴,1881-1962,2018-05-30
3541460,"Petzold, Christian",佩佐特,,佩措尔德,德國,作曲,1677-1733,2018-05-30
3541461,"Peyer, Gervase de",裴耶,,派尔,英國,單簧管；指揮,1926-2017,2018-05-30
3541462,"Pfitzner, Hans",普費茲納,,普菲茨纳,德國,作曲,1869-1949,2018-05-30
3541463,"Philipp, Isidor",菲利普,,菲利普,法國,鋼琴,1863-1958,2018-05-30
3541464,"Piaggio, Celestino",皮亞久,,皮亚焦,阿根廷,作曲,1886-1931,2018-05-30
3541465,"Piatigorsky, Gregor",皮亞悌哥爾斯基,,皮亚蒂戈尔斯基,美國,大提琴,1903-1976,2018-05-30
