ID,英文名稱,中文名稱,圖片,中國大陸譯名,公告日期,更新日期
3177924,autonomic parthenocarpy,自發單性結實,,自发单性结实,104.11.09,2017-07-24
3177925,autophyte,自營植物,,自养植物,104.11.09,2017-07-24
3177926,autopolyploid,同源多倍體,,同源多倍体,104.11.09,2017-07-24
3177927,autoradiograph,自動放射顯影術,,发射自显影术,104.11.09,2017-07-24
3177928,autospore,似親孢子,,似亲孢子,104.11.09,2017-07-24
3177929,autosyndesis,同源聯會,,同源多倍体,104.11.09,2017-07-24
3177930,autotrophic plant,自營植物,,自养植物,104.11.09,2017-07-24
3177931,autotrophy,自營,,自养,104.11.09,2017-07-24
3177932,auxiliary cell,輔助細胞,,辅助细胞,104.11.09,2017-07-24
3177933,auxiliary species,輔助種,,辅助种,104.11.09,2017-07-24
3177934,auxin,生長素,,生长素,104.11.09,2017-07-24
3177935,auxospore,複大孢子,,复大孢子,104.11.09,2017-07-24
3177936,auxotroph,營養缺陷型,,营养缺陷型,104.11.09,2017-07-24
3177937,available nutrient,有效養分,,有效养分,104.11.09,2017-07-24
3177938,Avena test,燕麥試法,,燕麦试法,104.11.09,2017-07-24
3177939,awn,芒,,芒,104.11.09,2017-07-24
3177940,axial root,中軸根,,主根,104.11.09,2017-07-24
3177941,axial system,中軸系統,,轴向系统,104.11.09,2017-07-24
3177942,axil,[葉]腋,,[叶]腋,104.11.09,2017-07-24
3177943,axile placentation,中軸胎座型,,中轴胎座式,104.11.09,2017-07-24
3177944,axillary bud,腋芽,,腋芽,104.11.09,2017-07-24
3177945,axillary inflorescence,腋生花序,,腋生花序,104.11.09,2017-07-24
3177946,axis,軸,,体轴,104.11.09,2017-07-24
3177947,axoneme,鞭毛軸絲,,鞭毛轴丝,104.11.09,2017-07-24
3177948,azygospore,無性接合孢子,,无性接合孢子,104.11.09,2017-07-24
3177949,bacca,漿果,,浆果,104.11.09,2017-07-24
3177950,back pollination,回交授粉,,回交授粉,104.11.09,2017-07-24
3177951,backcross,回交,,回交,104.11.09,2017-07-24
3177952,bacteriochlorophyll,細菌葉綠素,,细菌叶绿素,104.11.09,2017-07-24
3177953,bacteriophage,噬菌體,,噬菌体,104.11.09,2017-07-24
3177954,bacteroid,類菌體,,类菌体,104.11.09,2017-07-24
3177955,balanced solution,均衡溶液,,平衡溶液,104.11.09,2017-07-24
3177956,banded parenchyma,帶狀薄壁組織,,带状薄壁组织,104.11.09,2017-07-24
3177957,bark,樹皮,,树皮,104.11.09,2017-07-24
3177958,basal body,基體,,基体,104.11.09,2017-07-24
3177959,basal cell,基細胞,,基细胞,104.11.09,2017-07-24
3177960,basal lamina,基底層,,基板；r基膜,104.11.09,2017-07-24
3177961,basal leaf,基生葉,,基生叶,104.11.09,2017-07-24
3177962,basal placentation,基生胎座型,,基生胎座式,104.11.09,2017-07-24
3177963,basal-area quadrat,斷面積樣方,,基面积样方,104.11.09,2017-07-24
3177964,basidia,擔子{複數},,担子(复数),104.11.09,2017-07-24
3177965,basidiocarp,擔子果,,担子果,104.11.09,2017-07-24
3177966,basidiole,幼擔子,,幼担子,104.11.09,2017-07-24
3177967,basidiolum,幼擔子,,幼担子,104.11.09,2017-07-24
3177968,basidioma,擔子果,,担子果,104.11.09,2017-07-24
3177969,basidiomata,擔子果{複數},,担子果(复数),104.11.09,2017-07-24
3177970,basidiospore,擔孢子,,担孢子,104.11.09,2017-07-24
3177971,basidium,擔子{單數},,担子,104.11.09,2017-07-24
3177972,basifixed anther,基著[花]葯；底著[花]葯,,基着药；底着药,104.11.09,2017-07-24
3177973,basigamy,基部受精,,基部受精,104.11.09,2017-07-24
3177974,basipetal translocation,向基運輸,,向基运输,104.11.09,2017-07-24
3177975,bast fiber,韌皮部纖維,,韧皮纤维,104.11.09,2017-07-24
3177976,beak,喙,,喙,104.11.09,2017-07-24
3177977,belt areal,帶狀分佈區,,带状分布区,104.11.09,2017-07-24
3177978,belt transect,樣條；樣帶,,样条；样带,104.11.09,2017-07-24
3177979,beneficial element,有益元素,,有益元素,104.11.09,2017-07-24
3177980,benthophyte,底棲植物,,水底植物,104.11.09,2017-07-24
3177981,benzylisoquinoline alkaloid,苄基異喹啉類生物鹼,,苄基异喹啉类生物碱,104.11.09,2017-07-24
3177982,bergeria,周皮相,,周皮相,104.11.09,2017-07-24
3177983,Bering bridge,白令橋,,白令桥,104.11.09,2017-07-24
3177984,berry,漿果,,浆果,104.11.09,2017-07-24
3177985,biatorine type,蠟盤型,,蜡盘型,104.11.09,2017-07-24
3177986,bicellular hair,雙細胞毛,,双细胞毛,104.11.09,2017-07-24
3177987,bicollateral vascular bundle,雙韌皮維管[束],,双韧维管束,104.11.09,2017-07-24
3177988,bidirectional translocation,雙向運輸,,双向运输,104.11.09,2017-07-24
3177989,biennial,二年生植物,,二年生植物,104.11.09,2017-07-24
3177990,biennial plant,二年生植物,,二年生植物,104.11.09,2017-07-24
3177991,bifacial leaf,異面葉,,异面叶,104.11.09,2017-07-24
3177992,bilateral symmetry,兩側對稱,,两侧对称,104.11.09,2017-07-24
3177993,binding hyphae,纏繞菌絲,,联络菌丝,104.11.09,2017-07-24
3177994,ligative hyphae,纏繞菌絲,,联络菌丝,104.11.09,2017-07-24
3177995,binomial nomenclature,二名法,,双名法,104.11.09,2017-07-24
3177996,bioassay,生物檢定,,生物测定,104.11.09,2017-07-24
3177997,biocenosis,生物群落,,生物群落,104.11.09,2017-07-24
3177998,biocommunity,生物群落,,生物群落,104.11.09,2017-07-24
3177999,bioclimate,生物氣候,,生物气候,104.11.09,2017-07-24
3178000,bioclimatograph,生物氣候圖,,生物气候图,104.11.09,2017-07-24
3178001,biodiversity,生物多樣性,,生物多样性,104.11.09,2017-07-24
3178002,biogenesis,生源[說],,生源说,104.11.09,2017-07-24
3178003,biogeocoenosis,生物地理群落；生地群落,,生物地理群落；生地群落,104.11.09,2017-07-24
3178004,biogeocoenosis complex,生物地理群落複合體；生地群落複合體,,生物地理群落复合体；生地群落复合体,104.11.09,2017-07-24
3178005,biogeography,生物地理學,,生物地理学,104.11.09,2017-07-24
3178006,biological clock,生物[時]鐘,,生物钟,104.11.09,2017-07-24
3178007,biological oxidation,生物[體內]氧化,,生物氧化,104.11.09,2017-07-24
3178008,biological rhythm,生物節律,,生物节律,104.11.09,2017-07-24
3178009,biological succession,生物演替；生物消長,,生物演替,104.11.09,2017-07-24
3178010,biomass,生物量；生質,,生物量,104.11.09,2017-07-24
3178011,biome,生物群系；生物群區,,生物群系,104.11.09,2017-07-24
3178012,biorhythm,生物節律,,生物节律,104.11.09,2017-07-24
3178013,biosphere,生物圈,,生物圈；生态圈,104.11.09,2017-07-24
3178014,biosynthesis,生[物]合成,,生物合成,104.11.09,2017-07-24
3178015,biosystematics,生物系統[分類]學,,物种生物学；生物系统学,104.11.09,2017-07-24
3178016,biotechnology,生物科技；生物技術,,生物技术,104.11.09,2017-07-24
3178017,biotic ecotype,生物生態型,,生物生态型,104.11.09,2017-07-24
3178018,biotic factor,生物因數,,生物因子,104.11.09,2017-07-24
3178019,biotope,群落生鏡,,群落生境,104.11.09,2017-07-24
3178020,bisbenzylisoquinoline alkaloid,雙苄基異喹啉類生物鹼,,双苄基异喹啉类生物碱,104.11.09,2017-07-24
3178021,bisect,剖面樣條,,剖面样条,104.11.09,2017-07-24
3178022,layer transect,剖面樣條,,剖面样条,104.11.09,2017-07-24
3178023,bisepoxy lignan,雙環氧型木脂體,,双环氧型木脂体,104.11.09,2017-07-24
3178024,bisexual flower,兩性花,,两性花,104.11.09,2017-07-24
3178025,hermaphrodite flower,兩性花,,两性花,104.11.09,2017-07-24
3178026,bisexual reproduction,兩性生殖,,两性生殖,104.11.09,2017-07-24
3178027,amphigenesis,兩性生殖,,两性生殖,104.11.09,2017-07-24
3178028,bisindole alkaloid,雙吲哚類生物鹼,,双吲哚类生物碱,104.11.09,2017-07-24
3178029,bisporangium,雙孢子囊,,双孢子囊,104.11.09,2017-07-24
3178030,bisporic embryo sac,雙孢子胚囊,,双孢子胚囊,104.11.09,2017-07-24
3178031,bivalent,二價體,,二价体,104.11.09,2017-07-24
3178032,bladder,氣囊,,气囊,104.11.09,2017-07-24
3178033,blade,葉片,,叶片,104.11.09,2017-07-24
3178034,blasteniospore,對極孢子,,对极孢子,104.11.09,2017-07-24
3178035,bipolar spore,對極孢子,,对极孢子,104.11.09,2017-07-24
3178036,blastic,芽殖[產孢]的,,芽殖[产孢]的,104.11.09,2017-07-24
3178037,blastospore,芽生孢子,,芽生孢子,104.11.09,2017-07-24
3178038,bleeding,傷流,,伤流,104.11.09,2017-07-24
3178039,blepharoplast,生毛體,,生毛体,104.11.09,2017-07-24
3178040,blind pit,盲紋孔,,盲纹孔,104.11.09,2017-07-24
3178041,blooms,水華,,水华,104.11.09,2017-07-24
3178042,water bloom,水華,,水华,104.11.09,2017-07-24
3178043,body cell,體細胞,,体细胞,104.11.09,2017-07-24
3178044,bog,酸沼,,酸沼,104.11.09,2017-07-24
3178045,bordered pit,重[緣]紋孔；有緣紋孔,,具缘纹孔,104.11.09,2017-07-24
3178046,bostrix,螺狀聚繖花序,,螺状聚伞花序,104.11.09,2017-07-24
3178047,botanical garden,植物園,,植物园,104.11.09,2017-07-24
3178048,botany,植物學,,植物学,104.11.09,2017-07-24
3178049,bottle plants,壺形植物,,壶形植物,104.11.09,2017-07-24
3178050,bottom recessive,隱性同型合子,,隐性同型合子,104.11.09,2017-07-24
3178051,bouillon culture solution,肉汁培養液,,肉汁培养液,104.11.09,2017-07-24
3178052,bound auxin,束縛生長素,,束缚生长素,104.11.09,2017-07-24
3178053,bound water,束縛水,,束缚水,104.11.09,2017-07-24
3178054,boundary parenchyma,界限薄壁組織,,界限薄壁组织,104.11.09,2017-07-24
3178055,brachy-form,缺鏽孢型,,缺锈孢型,104.11.09,2017-07-24
3178056,bract,苞[片],,苞片,104.11.09,2017-07-24
3178057,bract scale,苞鱗,,苞鳞,104.11.09,2017-07-24
3178058,bracteal leaf,苞葉,,苞叶,104.11.09,2017-07-24
3178059,bracteole,小苞片；雌苞腹葉,,雌苞腹叶,104.11.09,2017-07-24
3178060,bractlet,小苞片,,小苞片,104.11.09,2017-07-24
3178061,branch,枝[條],,枝[条],104.11.09,2017-07-24
3178062,branch gap,枝隙,,枝隙,104.11.09,2017-07-24
3178063,branch root,側根,,支根,104.11.09,2017-07-24
3178064,branch trace,枝跡,,枝迹,104.11.09,2017-07-24
3178065,branched hair,分枝毛,,分枝毛,104.11.09,2017-07-24
3178066,branching system,分枝系統,,分枝系统,104.11.09,2017-07-24
3178067,branchlet,小枝,,小枝,104.11.09,2017-07-24
3178068,breeding,育種,,育种,104.11.09,2017-07-24
3178069,bristle,剛毛,,刚毛,104.11.09,2017-07-24
3178070,broadleaf wood,闊葉樹材,,阔叶材；硬材,104.11.09,2017-07-24
3178071,brochus,網胞,,网胞,104.11.09,2017-07-24
3178072,bromatium,飼蟻絲,,饲蚁丝,104.11.09,2017-07-24
3178073,bryology,苔蘚植物學,,苔藓植物学,104.11.09,2017-07-24
3178074,Bryophyta,苔蘚植物門,,苔藓植物门,104.11.09,2017-07-24
3178075,bryophyte,苔蘚植物,,苔藓植物,104.11.09,2017-07-24
3178076,bud,芽,,芽,104.11.09,2017-07-24
3178077,bud eye,芽眼,,芽眼,104.11.09,2017-07-24
3178078,bud pollination,蕾期授粉,,蕾期授粉,104.11.09,2017-07-24
3178079,bud scale,芽鱗,,芽鳞,104.11.09,2017-07-24
3178080,budding reproduction,出芽生殖,,出芽生殖,104.11.09,2017-07-24
3178081,bulb,鱗莖,,鳞茎,104.11.09,2017-07-24
3178082,bulbil,珠芽,,珠芽,104.11.09,2017-07-24
3178083,bulblet,小鱗莖,,小鳞茎,104.11.09,2017-07-24
3178084,bulk flow,集流,,集流,104.11.09,2017-07-24
3178085,bulliform cell,泡狀細胞,,泡状细胞,104.11.09,2017-07-24
3178086,bulliform scale,泡狀鱗片,,泡状鳞片,104.11.09,2017-07-24
3178087,bundle scar,[維管]束痕,,[维管]束痕,104.11.09,2017-07-24
3178088,bundle sheath,[維管]束鞘,,[维管]束鞘,104.11.09,2017-07-24
3178089,bundle sheath extention,[維管]束鞘延伸,,[维管]束鞘延伸,104.11.09,2017-07-24
3178090,buttress,板根,,板根,104.11.09,2017-07-24
3178091,C/N ratio,碳氮比,,碳氮比,104.11.09,2017-07-24
3178092,C3 pathway,三碳途徑,,碳-3途径,104.11.09,2017-07-24
3178093,C3 photosynthesis,三碳光合作用,,碳氮比,104.11.09,2017-07-24
3178094,C3 plants,三碳植物,,碳-3植物,104.11.09,2017-07-24
3178095,C4 pathway,四碳途徑,,碳-4途径,104.11.09,2017-07-24
3178096,C4 photosynthesis,四碳光合作用,,碳-4途径,104.11.09,2017-07-24
3178097,C4 plants,四碳植物,,碳-4植物,104.11.09,2017-07-24
3178098,caatinga,卡廷加植被,,卡廷加群落；卡廷加植被,104.11.09,2017-07-24
3178099,calcar,距,,瓣距；[枝]距,104.11.09,2017-07-24
3178100,calcareous plant,鈣化植物,,钙化植物,104.11.09,2017-07-24
3178101,calciphobe,嫌鈣植物,,嫌钙植物,104.11.09,2017-07-24
3178102,calciphyte,鈣土植物,,钙土植物,104.11.09,2017-07-24
3178103,callose,胼胝質,,胼胝质,104.11.09,2017-07-24
3178104,callose plug,胼胝質塞,,胼胝质塞,104.11.09,2017-07-24
3178105,callus,癒傷組織,,胼胝体,104.11.09,2017-07-24
3178106,Calvin cycle,卡爾文循環,,卡尔文循环；光合碳还原环,104.11.09,2017-07-24
3178107,calyculus,杯狀孢囊基,,杯状孢囊基,104.11.09,2017-07-24
3178108,calypter,花蓋；蒴帽,,帽状体；蒴帽,104.11.09,2017-07-24
3178109,calyptra,蒴帽；花蓋,,根冠,104.11.09,2017-07-24
3178110,calyx,花萼,,花萼,104.11.09,2017-07-24
3178111,calyx lobe,萼裂片,,萼裂片,104.11.09,2017-07-24
3178112,calyx tube,萼筒,,萼筒,104.11.09,2017-07-24
3178113,CAM,景天酸代謝,,景天酸代谢,104.11.09,2017-07-24
3178114,cambial zone,形成層帶,,形成层带,104.11.09,2017-07-24
3178115,cambium,形成層,,形成层,104.11.09,2017-07-24
3178116,cambrian plant,寒武紀植物,,寒武纪植物,104.11.09,2017-07-24
3178117,campanulate corolla,鐘狀花冠,,钟状花冠,104.11.09,2017-07-24
3178118,camphane derivative,莰烷衍生物,,莰烷衍生物,104.11.09,2017-07-24
3178119,camphor,樟腦,,樟脑,104.11.09,2017-07-24
3178120,campo,坎普植被,,坎普群落；坎普植被,104.11.09,2017-07-24
3178121,campylotropous ovule,彎生胚珠,,弯生胚珠,104.11.09,2017-07-24
3178122,canopy density,林冠密度,,郁闭度,104.11.09,2017-07-24
3178123,canthaxanthin,角黃素,,角黄素,104.11.09,2017-07-24
3178124,cap plasmolysis,先端質離,,帽缘质离,104.11.09,2017-07-24
3178125,cap ridge,帽緣,,帽缘,104.11.09,2017-07-24
3178126,crista marginalis,帽緣,,帽缘,104.11.09,2017-07-24
3178127,cap,帽,,帽,104.11.09,2017-07-24
3178128,cappa,帽,,帽,104.11.09,2017-07-24
3178129,cappae(pl.),帽,,帽,104.11.09,2017-07-24
3178130,capillitium,孢絲,,孢丝,104.11.09,2017-07-24
3178131,capitulum,頭狀花序,,头状花序,104.11.09,2017-07-24
3178132,head,頭狀花序,,头状花序,104.11.09,2017-07-24
3178133,capsule,莢膜{細菌}；蒴果{開花植物}；蒴{蘚苔植物},,孢蒴；蒴果,104.11.09,2017-07-24
3178134,theca,莢膜{細菌}；蒴果{開花植物}；蒴{蘚苔植物},,孢蒴；蒴果,104.11.09,2017-07-24
3178135,carbohydrate,碳水化合物,,糖类；碳水化合物,104.11.09,2017-07-24
3178136,carbon assimilation,碳同化,,碳同化,104.11.09,2017-07-24
3178137,carbon cycle,碳循環,,碳循环,104.11.09,2017-07-24
3178138,carbon dioxide fertilization,二氧化碳施肥,,二氧化碳施肥,104.11.09,2017-07-24
3178139,carbon dioxide fixation,二氧化碳固定,,二氧化碳固定,104.11.09,2017-07-24
3178140,carbon fixation,碳固定,,碳固定,104.11.09,2017-07-24
3178142,carbonated plant,碳化植物,,碳化植物,104.11.09,2017-07-24
3178143,cardenolide,強心苷,,强心苷,104.11.09,2017-07-24
3178144,cardiac glycoside,強心苷,,强心苷,104.11.09,2017-07-24
3178145,cardiac aglycone,強心苷配基,,强心苷配基,104.11.09,2017-07-24
3178146,carinal canal,脊下道；脊下痕,,脊下道；脊下痕,104.11.09,2017-07-24
3178147,carinal cavity,脊下腔,,脊下腔,104.11.09,2017-07-24
3178148,carnivorous plant,食蟲植物,,食虫植物,104.11.09,2017-07-24
3178149,carotene,胡蘿蔔素,,胡萝卜素,104.11.09,2017-07-24
3178150,carotenoids,類胡蘿蔔素,,类胡萝卜素,104.11.09,2017-07-24
3178151,carpel,心皮,,心皮,104.11.09,2017-07-24
3178152,carpellary scale,心皮鱗片,,心皮鳞片,104.11.09,2017-07-24
3178153,carpogone,果胞,,果胞,104.11.09,2017-07-24
3178154,carpogonial filament,果胞絲,,果胞丝,104.11.09,2017-07-24
3178155,carpogonium,果卵胞{紅藻},,果胞,104.11.09,2017-07-24
3178156,carpophore,心皮柄,,心皮柄,104.11.09,2017-07-24
3178157,carpopodium,果柄,,果柄,104.11.09,2017-07-24
3178158,carposporangium,果孢子囊,,果孢子囊,104.11.09,2017-07-24
3178159,carpospore,果孢子,,果孢子,104.11.09,2017-07-24
3178160,carposporophyte,果孢子體,,果孢子体,104.11.09,2017-07-24
3178161,carpotetrasporangium,四分果孢子囊,,四分果孢子囊,104.11.09,2017-07-24
3178162,carriers,載體,,载体,104.11.09,2017-07-24
3178163,caruncle,種阜,,种阜,104.11.09,2017-07-24
3178164,caryopsis,穎果,,颖果,104.11.09,2017-07-24
3178165,Casparian band,卡氏帶,,凯氏带,104.11.09,2017-07-24
3178166,Casparian dots,卡氏點,,凯氏点,104.11.09,2017-07-24
3178167,Casparian strip,卡氏帶,,凯氏带,104.11.09,2017-07-24
3178168,casual species,偶見種,,偶见种,104.11.09,2017-07-24
3178169,occasional species,偶見種,,偶见种,104.11.09,2017-07-24
3178170,incidental species,偶見種,,偶见种,104.11.09,2017-07-24
3178171,cata-species,缺性孢種,,缺性孢种,104.11.09,2017-07-24
3178172,catabolism,異化代謝,,分解代谢,104.11.09,2017-07-24
3178173,catacolpate,近極溝[的],,近极沟[的],104.11.09,2017-07-24
3178174,catalept,近極薄壁區,,近极薄壁区,104.11.09,2017-07-24
3178175,catalyst,催化劑,,催化剂,104.11.09,2017-07-24
3178176,cataphyll,芽苞葉；低出葉,,低出叶；芽苞叶,104.11.09,2017-07-24
3178177,cataphysis,假側絲,,假侧丝,104.11.09,2017-07-24
3178178,catathecium,倒盾狀囊殼,,倒盾状囊壳,104.11.09,2017-07-24
3178179,catothecium,倒盾狀囊殼,,倒盾状囊壳,104.11.09,2017-07-24
3178180,catechin,兒茶素,,儿茶素,104.11.09,2017-07-24
3178181,catharanthus alkaloid,長春花鹼,,长春花属生物碱,104.11.09,2017-07-24
3178182,Cathaysian flora,華夏植物相,,华夏植物区系,104.11.09,2017-07-24
3178183,catkin,柔荑花序,,柔荑花序,104.11.09,2017-07-24
3178184,caudex,主軸,,茎基,104.11.09,2017-07-24
3178185,caudiciform plants,腫莖植物,,肿茎植物,104.11.09,2017-07-24
3178186,caudicle,花粉塊柄,,花粉块柄,104.11.09,2017-07-24
3178187,caulidium,擬莖體,,拟茎体,104.11.09,2017-07-24
3178188,cauliflory,莖花現象,,茎花现象,104.11.09,2017-07-24
3178189,trunciflory,莖花現象,,茎花现象,104.11.09,2017-07-24
3178190,cauline inflorescence,莖生花序,,茎生花序,104.11.09,2017-07-24
3178191,cell,細胞,,细胞,104.11.09,2017-07-24
3178192,cell physiology,細胞生理學,,细胞生理学,104.11.09,2017-07-24
3178193,cell plate,細胞板,,细胞板,104.11.09,2017-07-24
3178194,cell sap,細胞液,,细胞液,104.11.09,2017-07-24
3178195,cell wall,細胞壁,,细胞壁,104.11.09,2017-07-24
3178196,cellular endosperm,細胞型胚乳；有壁式胚乳,,细胞型胚乳,104.11.09,2017-07-24
3178197,cellular pathology,細胞病理學,,细胞病理学,104.11.09,2017-07-24
