ID,英文名稱,中文名稱,圖片,審譯日期,來源,更新日期
5451055,marshmallow,藥蜀葵,,101.07.12,國立編譯館,2019-10-31
5451056,mass,質量,,105.06.20,Remington,2019-10-31
5451057,mass balance,質量平衡,,104.04.16,GMP,2019-10-31
5451058,mass spectrometer,質譜儀,,102.06.13,中華無菌製劑協會,2019-10-31
5451059,mass spectrum,質譜,,101.05.17,,2019-10-31
5451060,master cell bank {=MCB},主細胞庫,,104.04.16,GMP,2019-10-31
5451061,master formula,主配方,,104.04.16,GMP,2019-10-31
5451062,master plan,主計畫,,104.04.16,GMP,2019-10-31
5451063,master production documents {=MPD},主生產文件,,104.04.16,GMP,2019-10-31
5451064,master record,主紀錄,,103.12.18,GMP,2019-10-31
5451065,mastic,乳香,,101.07.12,國立編譯館,2019-10-31
5451066,materia medica,藥材；藥物學,,101.07.12,,2019-10-31
5451067,material flow,物流 {GMP},,103.12.18,GMP,2019-10-31
5451068,material safety data sheet {=MSDS},物質安全數據單,,103.12.18,GMP,2019-10-31
5451069,matrix-assisted laser desorption ionization {=MALDI},基質輔助雷射脫附離子化法,,105.06.20,Remington,2019-10-31
5451070,matrixing,矩陣設計,,103.12.18,GMP,2019-10-31
5451071,matrixing design,矩陣設計,,104.04.16,,2019-10-31
5451072,maximum dose,最大劑量,,101.07.12,國立編譯館,2019-10-31
5451073,maximum theoretical residual impurity,雜質殘留理論上限值,,103.12.18,GMP,2019-10-31
5451074,maximum tolerated concentration {=MTC},最大耐受濃度,,101.05.17,,2019-10-31
5451075,maximum tolerated dose {=MTD},最大耐受劑量,,101.06.07,中華無菌製劑協會,2019-10-31
5451076,May apple,鬼臼；普達非倫,,105.06.20,Remington,2019-10-31
5451077,Mayer's reagent,邁爾氏試劑；碘化汞鉀試劑,,105.10.20,,2019-10-31
5451078,m-chloroperbenzoic acid {=MCPBA},間氯過苯甲酸,,,,2019-10-31
5451079,Mclafferty rearrangement,麥氏重排,,102.03.14,中華無菌製劑協會,2019-10-31
5451080,mean kinetic temperature,平均動力學溫度,,103.12.18,GMP,2019-10-31
5451081,mean particle diameter,平均粒徑,,101.05.17,,2019-10-31
5451082,measles,麻疹,,105.06.20,Remington,2019-10-31
5451083,"measles, mumps and rubella virus vaccine, live {=MMR}",麻疹、腮腺炎及德國麻疹混合疫苗,,105.07.12,Remington,2019-10-31
5451084,mechanism,機制,,105.06.20,Remington,2019-10-31
5451085,meconic acid,罌粟酸,,101.07.12,國立編譯館,2019-10-31
5451086,meconium,罌粟,,105.06.20,Remington,2019-10-31
5451087,media fills,培養基充填,,103.12.18,GMP,2019-10-31
5451088,median lethal dose {=LD50},半數致死劑量,,101.05.17,,2019-10-31
5451089,median particle diameter,中位粒徑,,101.05.17,,2019-10-31
5451090,mediator,介質,,101.05.17,,2019-10-31
5451091,mediator release inhibitors,介質釋放抑制劑,,105.06.20,Remington,2019-10-31
5451092,medical affairs,醫療事務,,105.06.20,Remington,2019-10-31
5451093,medical gas,醫用氣體,,103.12.18,GMP,2019-10-31
5451094,medical health care,醫療保健,,105.06.20,Remington,2019-10-31
5451095,medical liquor,藥酒,,101.06.07,中華無菌製劑協會,2019-10-31
5451096,medicament license,藥物許可證,,101.07.12,中華無菌製劑協會,2019-10-31
5451097,medicare,醫療保險,,105.06.20,Remington,2019-10-31
5451098,medicated,含藥的；藥用的,,105.06.20,Remington,2019-10-31
5451099,medicated leaven,神麯,,103.08.14,,2019-10-31
5451100,medicated soap,藥皂,,102.07.16,,2019-10-31
5451101,medicated wines,藥酒,,103.04.10,,2019-10-31
5451102,medication,藥物治療,,105.06.20,Remington,2019-10-31
5451103,medication order,醫囑,,105.03.18,,2019-10-31
5451104,medication safety,用藥安全,,105.06.20,Remington,2019-10-31
5451105,medicinal,藥用的,,105.06.20,Remington,2019-10-31
5451106,medicinal botany,藥用植物學,,101.10.11,,2019-10-31
5451107,medicinal chemistry,藥物化學,,101.11.14,,2019-10-31
5451108,medicinal cuisine,藥膳,,101.06.07,中華無菌製劑協會,2019-10-31
5451109,medicinal gas,醫用氣體,,101.06.07,中華無菌製劑協會,2019-10-31
5451110,medicinal material {materia medica},藥材,,103.08.14,中醫藥,2019-10-31
5451111,medicinal product,藥品,,103.12.18,GMP,2019-10-31
5451112,medicinal tea,藥茶,,101.06.07,中華無菌製劑協會,2019-10-31
5451113,medicine,藥；藥品,,101.07.12,國立編譯館,2019-10-31
5451114,mel,蜂蜜,,103.07.17,中醫藥,2019-10-31
5451115,melatonin,褪黑激素,,103.09.11,健康食品,2019-10-31
5451116,melittin,蜂毒肽,,101.06.07,中華無菌製劑協會,2019-10-31
5451117,melting range,熔融範圍,,106.10.12,,2019-10-31
5451118,membrane,膜,,105.06.20,Remington,2019-10-31
5451119,membrane filter,膜濾器,,101.06.07,中華無菌製劑協會,2019-10-31
5451120,membrane permeability,膜通透性,,101.06.07,中華無菌製劑協會,2019-10-31
5451121,membrane potential,膜電位,,101.06.07,中華無菌製劑協會,2019-10-31
5451122,meningitis,腦膜炎,,103.03.13,,2019-10-31
5451123,meniscus,半月板；半月液面,,105.06.20,Remington,2019-10-31
5451124,mental,心理的；精神的,,105.06.20,,2019-10-31
5451125,menthol,薄荷醇；薄荷腦,,101.07.12,國立編譯館,2019-10-31
5451126,menthone,薄荷酮,,101.07.12,國立編譯館,2019-10-31
5451127,mepivacaine hydrochloride,鹽酸甲比卡因,,,化學藥品,2019-10-31
5451128,mercuric chloride,二氯化汞；昇汞,,101.07.12,國立編譯館,2019-10-31
5451129,mercuric iodide,碘化汞,,101.07.12,國立編譯館,2019-10-31
5451130,mercuric sulfide,硫化汞；硃砂；辰砂,,101.07.12,國立編譯館,2019-10-31
5451131,mercurous chloride,氯化亞汞；甘汞,,101.07.12,國立編譯館,2019-10-31
5451132,mercury,汞；水銀,,101.08.09,中華藥典,2019-10-31
5451133,meta-analysis,統合分析,,105.06.20,,2019-10-31
5451134,metabolic antagonism,代謝拮抗,,101.06.07,中華無菌製劑協會,2019-10-31
5451135,metabolic enzymes,代謝酶；代謝酵素,,101.06.07,中華無菌製劑協會,2019-10-31
5451136,metabolic pathway,代謝途徑,,101.06.07,中華無菌製劑協會,2019-10-31
5451137,metabolic regulation,代謝調節,,101.06.07,中華無菌製劑協會,2019-10-31
5451138,metabolism,代謝,,101.06.07,中華無菌製劑協會,2019-10-31
5451139,metal-ion coordination,金屬離子配位,,105.08.16,Remington,2019-10-31
5451140,metalloproteinases,金屬蛋白酶,,107.07.26,,2019-10-31
5451141,metalloproteins,金屬蛋白類,,105.08.16,Remington,2019-10-31
5451142,metered dose inhalation aerosol,計量吸入氣[化噴]霧劑,,101.07.12,中華無菌製劑協會,2019-10-31
5451143,metered-dose inhaler,計量吸入器,,101.06.07,中華無菌製劑協會,2019-10-31
5451144,metering valve,計量閥,,101.06.07,中華無菌製劑協會,2019-10-31
5451145,methacrylate,甲基丙烯酸酯,,108.04.25,,2019-10-31
5451146,methadone,美沙酮,,105.08.16,Remington,2019-10-31
5451147,methamphetamine,甲基安非他命,,105.08.16,Remington,2019-10-31
5451148,methanol,甲醇；木精,,101.07.12,國立編譯館,2019-10-31
5451149,method development,方法開發,,105.07.12,Remington,2019-10-31
5451150,method validation,方法確效,,103.12.18,GMP,2019-10-31
5451151,method verification,方法確認,,103.12.18,,2019-10-31
5451153,methoxsalen {=xanthotoxin},花椒毒素,,106.08.15,Remington,2019-10-31
5451154,methyl alcohol,甲醇,,101.08.09,中華藥典,2019-10-31
5451155,methyl ethyl ketone,丁酮,,107.05.14,通則試藥與溶液,2019-10-31
5451156,methyl orange,甲基橙,,101.08.09,中華藥典,2019-10-31
5451157,methyl paraben,對羥苯甲酸甲酯,,101.08.09,中華藥典,2019-10-31
5451158,methyl p-hydroxybenzoate,對羥苯甲酸甲酯,,101.08.09,中華藥典,2019-10-31
5451159,methyl red,甲基紅,,101.08.09,中華藥典,2019-10-31
5451160,methyl salicylate,水楊酸甲酯,,101.08.09,中華藥典,2019-10-31
5451161,methyl thymol blue,甲基瑞香酚藍,,101.08.09,中華藥典,2019-10-31
5451162,methyl violet,甲基紫；龍膽紫,,101.07.12,國立編譯館,2019-10-31
5451164,methylene blue,次甲藍,,101.08.09,中華藥典,2019-10-31
5451165,methylpentoses,6-去氧己醣,,106.06.13,,2019-10-31
5451166,methylrosaniline chloride,龍膽紫,,101.08.09,中華藥典,2019-10-31
5451168,metric system,公制,,105.07.12,Remington,2019-10-31
5451169,metrology,度量衡學,,105.07.12,Remington,2019-10-31
5451170,metronidazole,硝基甲嘧唑乙醇,,,化學藥品,2019-10-31
5451171,Meyer-Overton narcosis theory,邁耶-歐弗頓麻醉理論,,105.07.12,Remington,2019-10-31
5451172,micellar electrokinetic capillary electrophoresis,微胞電動毛細管電泳法,,105.07.12,Remington,2019-10-31
5451173,micellar solubilization,微胞增溶作用,,105.07.12,Remington,2019-10-31
5451174,micelle,微胞；微膠束,,105.07.12,Remington,2019-10-31
5451175,Michaelis-Menten equation,米曼方程式,,105.07.12,Remington,2019-10-31
5451176,miconazole nitrate,硝酸美可那唑,,,化學藥品,2019-10-31
5451177,microbeads,微珠,,108.04.25,,2019-10-31
5451178,microbial,微生物的,,105.07.12,Remington,2019-10-31
5451179,microbial bioassays,微生物生物測定法,,105.08.16,Remington,2019-10-31
5451180,microbiological assay,微生物效價測定,,101.06.07,中華無菌製劑協會,2019-10-31
5451181,microbiological examination,微生物檢驗,,107.08.17,,2019-10-31
5451182,microbiology,微生物學,,105.07.12,Remington,2019-10-31
5451183,microcapsules,微囊劑,,101.06.07,中華無菌製劑協會,
5451184,microchip drug delivery,微晶片藥物遞輸系統,,105.07.12,Remington,2019-10-31
5451185,microcrystalline,微晶,,105.07.12,Remington,2019-10-31
5451186,microcrystalline cellulose,微晶纖維素,,101.08.09,中華藥典,2019-10-31
5451187,microelectrophoresis,顯微電泳法,,105.07.12,Remington,2019-10-31
5451188,microemulsions,微乳劑,,101.06.07,中華無菌製劑協會,2019-10-31
5451189,microencapsulation,微包囊化,,101.06.07,中華無菌製劑協會,2019-10-31
5451190,microfluidizers,微細流體均質機,,101.07.12,pics-gmp,2019-10-31
5451191,microneedle drug delivery system,微針藥物遞輸系統,,105.07.12,Remington,2019-10-31
5451192,micronize,微粉化,,101.06.07,中華無菌製劑協會,2019-10-31
5451193,micronizer,微磨機；微細化機,,101.06.07,中華無菌製劑協會,2019-10-31
5451194,microparticle,微粒,,101.06.07,中華無菌製劑協會,2019-10-31
5451195,microporous membrane,微孔膜,,101.06.07,中華無菌製劑協會,2019-10-31
5451196,microscopic examination,顯微鏡檢查,,105.07.12,Remington,2019-10-31
5451197,microscopic identification,顯微鑑別；鏡檢,,101.06.07,中華無菌製劑協會,2019-10-31
5451198,microsome,微粒體,,101.06.07,中華無菌製劑協會,2019-10-31
5451199,microsphere,微球,,101.06.07,中華無菌製劑協會,2019-10-31
5451200,micro-syringe,微量注射器,,101.06.07,中華無菌製劑協會,2019-10-31
5451201,mid-infrared spectroscopy,中紅外光光譜法,,107.08.17,,2019-10-31
5451202,migraine,偏頭痛,,101.06.07,中華無菌製劑協會,2019-10-31
5451203,milk of magnesia,鎂乳,,101.08.09,中華藥典,2019-10-31
5451204,mill,研磨機,,,,2019-10-31
5451205,millet sprout {Setariae Fructus Germinatus},穀芽,,103.08.14,中醫藥,2019-10-31
5451206,milliequivalent {=meq},毫當量,,105.07.12,Remington,2019-10-31
5451207,milliosmol {=mOsm},毫滲透克分子,,105.07.12,Remington,2019-10-31
5451208,mineral oil,礦油,,101.06.07,中華無菌製劑協會,2019-10-31
5451209,mineralocorticoids,礦皮質素,,101.07.12,中華無菌製劑協會,2019-10-31
5451210,minerals,礦物質,,105.07.12,Remington,2019-10-31
5451211,minimal weighing quantity,最小稱量,,105.07.12,Remington,2019-10-31
5451212,minimum dose,最小劑量,,101.07.12,國立編譯館,2019-10-31
5451213,minimum exposure time,最短暴露時間,,103.12.18,GMP,2019-10-31
5451214,minimum fill,最低充填量,,101.08.09,中華無菌製劑協會,2019-10-31
5451215,minimum inhibitory concentration {=MIC},最低抑菌濃度,,101.06.07,中華無菌製劑協會,2019-10-31
5451216,minimum lethal concentration {=MLC},最低致死濃度,,101.06.07,中華無菌製劑協會,2019-10-31
5451217,minimum lethal dose {=MLD},最低致死劑量,,101.06.07,中華無菌製劑協會,2019-10-31
5451218,mint,薄荷,,105.07.12,Remington,2019-10-31
5451219,miotics,縮瞳劑,,101.07.12,國立編譯館,2019-10-31
5451220,misbranding,標示不符,,105.07.12,Remington,2019-10-31
5451221,miscibility,互溶性,,105.07.12,Remington,2019-10-31
5451222,mistletoe,槲寄生,,103.10.30,健康食品,2019-10-31
5451223,mites,蟎,,105.07.12,Remington,2019-10-31
5451224,mixer,混合機,,101.06.07,中華無菌製劑協會,2019-10-31
5451225,mixtures,合劑,,101.07.12,國立編譯館,2019-10-31
5451226,mobile phase,移動相；動相,,106.03.14,,2019-10-31
5451227,mode of action,作用方式,,101.06.07,中華無菌製劑協會,2019-10-31
5451228,modified release,修飾釋放,,105.07.12,Remington,2019-10-31
5451229,modified release dosage form,修飾釋放劑型,,105.07.12,Remington,2019-10-31
5451230,modulator,調節物質,,101.06.07,中華無菌製劑協會,2019-10-31
5451231,moist heat,濕熱,,105.07.12,Remington,2019-10-31
5451232,moisture content,含水量,,105.07.12,Remington,2019-10-31
5451233,molded,模製的；模塑的,,105.07.12,Remington,2019-10-31
5451234,molded tablet,模製錠,,101.06.07,中華無菌製劑協會,2019-10-31
5451235,molecular adsorption theory,分子吸附理論,,105.07.12,Remington,2019-10-31
5451236,molecular biology,分子生物學,,101.06.07,中華無菌製劑協會,2019-10-31
5451237,molecular bonds,分子鍵,,105.07.12,Remington,2019-10-31
5451238,molecular diagnostics,分子診斷學,,105.07.12,Remington,2019-10-31
5451239,molecular dynamics,分子動態學,,101.06.07,中華無菌製劑協會,2019-10-31
5451240,molecular formula,分子式,,101.06.07,中華無菌製劑協會,2019-10-31
5451241,molecular kinetics,分子動力學,,101.06.07,,2019-10-31
5451242,molecular mechanics,分子力學,,101.06.07,中華無菌製劑協會,2019-10-31
5451243,molecular modeling,分子模擬,,101.06.07,中華無菌製劑協會,2019-10-31
5451244,molecular recognition,分子辨識,,105.07.12,Remington,2019-10-31
5451245,molecular sieve,分子篩,,105.07.12,Remington,2019-10-31
5451246,molecular weight,分子量,,101.06.07,中華無菌製劑協會,2019-10-31
5451247,molybdic acid,鉬酸,,101.07.12,國立編譯館,2019-10-31
5451248,mometasone furoate,糠酸莫美他松,,,化學藥品,2019-10-31
5451249,monitoring,監測,,103.12.18,GMP,2019-10-31
5451250,monoamine oxidase {=MAO},單胺氧化酶,,101.02.09,,2019-10-31
5451251,monoamine oxidase inhibitors {=MAOIs},單胺氧化酶抑制劑,,101.06.07,中華無菌製劑協會,2019-10-31
5451252,monobactams,單丙內醯胺類,,2024.05.20,,2019-10-31
5451253,monobasic,單鹽基的,,105.07.12,Remington,2019-10-31
5451254,monoclonal antibody {=mAb},單株抗體,,103.12.18,GMP,2019-10-31
5451255,monograph,品目；個論,,106.09.12,,2019-10-31
5451256,monohydrate,單水合物,,105.07.12,Remington,2019-10-31
5451257,monolithic,整體式,,108.03.14,,2019-10-31
5451258,monolithic rod,整體式矽石棒,,108.04.25,,2019-10-31
5451259,monomer,單體,,101.06.07,中華無菌製劑協會,2019-10-31
5451260,monomolecular films,單分子膜,,105.07.12,Remington,2019-10-31
5451261,monosaccharides,單醣類,,101.06.07,中華無菌製劑協會,2019-10-31
5451262,monosepsis,單一培養體,,104.01.22,GMP,2019-10-31
5451263,monosodium glutamate,麩胺酸鈉；味精,,105.07.12,Remington,2019-10-31
5451264,monostearin,單硬脂酸甘油酯,,101.08.09,中華藥典,2019-10-31
5451265,monoterpenoids,單萜類,,101.06.07,中華無菌製劑協會,2019-10-31
5451266,montelukast sodium,蒙特魯卡斯特鈉口服顆粒,,,化學藥品,2019-10-31
5451267,Morinda,檄樹,,103.10.30,健康食品,2019-10-31
5451268,morphinanes,嗎啡烷類,,101.06.07,中華無菌製劑協會,2019-10-31
5451269,morphine,嗎啡,,101.07.12,國立編譯館,2019-10-31
5451270,mortar,研缽,,105.07.12,Remington,2019-10-31
5451271,mosquitos,蚊子；蚊蟲,,105.07.12,Remington,2019-10-31
5451272,motherwort {Leonuri Herba},益母草,,103.07.17,,2019-10-31
5451273,moths,蛾,,105.07.12,Remington,2019-10-31
5451274,moutan bark {Moutan Cortex},牡丹皮,,103.08.14,中醫藥,2019-10-31
5451275,mouthwashes,漱口水；漱口劑,,105.07.12,Remington,2019-10-31
5451276,mucilage,黏質；膠漿劑,,101.07.12,國立編譯館,2019-10-31
5451277,mucolytics,黏液溶解藥；稀痰劑,,101.06.07,中華無菌製劑協會,2019-10-31
5451278,mucopolysaccharides,黏多醣類,,101.06.07,中華無菌製劑協會,2019-10-31
5451279,mucus,粘液,,105.07.12,Remington,2019-10-31
5451280,mugwort leaf {Artemisiae Argyi Folium},艾葉,,103.08.14,中醫藥,2019-10-31
5451281,mulberry {Mori Fructus},桑葚；桑椹,,103.08.14,中醫藥,2019-10-31
5451282,mulberry leaf {Mori Folium},桑葉,,103.08.14,中醫藥,2019-10-31
5451283,mulberry root bark {Mori Radicis Cortex},桑白皮,,103.08.14,中醫藥,2019-10-31
5451284,mulberry twig {Mori Ramulus},桑枝,,103.08.14,中醫藥,2019-10-31
5451285,multidisciplinary,跨領域；跨學科,,105.07.12,Remington,2019-10-31
5451286,multilayer rotary tablet machine,多層迴轉壓錠機,,105.07.12,Remington,2019-10-31
5451287,multimolecular films,多分子膜,,105.07.12,Remington,2019-10-31
5451288,multiple comparison,多重比較法,,105.07.12,Remington,2019-10-31
5451289,multiple compartment model,多室模式,,103.01.16,,2019-10-31
5451290,multiple drug resistant {=MDR},多重抗藥性,,101.07.12,中華無菌製劑協會,2019-10-31
5451291,multiple emulsion,複合型乳劑,,101.07.12,中華無菌製劑協會,2019-10-31
5451292,multiple internal reflection {=MIR},多次內反射,,101.07.12,中華無菌製劑協會,2019-10-31
5451293,multiple sclerosis,多發性硬化症,,105.07.12,Remington,2019-10-31
5451294,multiple-dose administration,多劑量給藥；多劑量投藥,,105.07.12,Remington,2019-10-31
5451295,multiple-dose container,多劑量容器,,103.12.18,GMP,2019-10-31
5451296,multiplication,增殖，倍增,,105.07.12,Remington,2019-10-31
5451297,multiplicity,多重性；多樣性,,105.07.12,Remington,2019-10-31
5451298,multi-suite complex,多室專用廠房 {生物製劑},,103.12.18,GMP,2019-10-31
5451299,multi-use area,多用途區,,103.12.18,GMP,2019-10-31
5451300,multivariate calibration,多變數校正,,101.07.12,中華無菌製劑協會,2019-10-31
5451301,mume fruit {Mume Fructus},烏梅,,103.08.14,中醫藥,2019-10-31
5451302,mupirocin,莫螢菌素,,,化學藥品,2019-10-31
5451303,murine,鼠類的,,105.07.12,Remington,2019-10-31
5451304,muscle relaxants,肌肉鬆弛劑,,102.04.18,中華無菌製劑協會,2019-10-31
5451305,muscone,麝香酮,,107.07.26,,2019-10-31
5451306,musk {Moschus},麝香；麝香鹿,,103.08.14,中醫藥,2019-10-31
5451307,mustard,芥子,,101.07.12,國立編譯館,2019-10-31
5451308,mustard gas,芥子氣,,107.07.26,,2019-10-31
5451309,mutagen,突變劑,,101.07.12,中華無菌製劑協會,2019-10-31
5451310,mutagenecity,突變性,,101.07.12,中華無菌製劑協會,2019-10-31
5451311,mutagenesis,致突變,,101.07.12,中華無菌製劑協會,2019-10-31
5451312,mutagenic impurity,誘(突)變雜質,,106.11.09,ICH M7,2019-10-31
5451313,mutagens,突變劑,,101.11.14,中華無菌製劑協會,2019-10-31
5451314,mutant,突變株,,101.07.12,中華無菌製劑協會,2019-10-31
5451315,mutarotation,旋光互變,,105.07.12,Remington,2019-10-31
5451316,mutation,突變,,101.07.12,中華無菌製劑協會,2019-10-31
5451317,mutual recognition agreement {=MRA},相互認證協議,,103.12.18,GMP,2019-10-31
5451318,myasthenia gravis,重症肌無力症,,105.07.12,Remington,2019-10-31
5451319,mycelium,菌絲體,,101.07.12,中華無菌製劑協會,2019-10-31
5451320,Mycoplasma,黴漿菌屬,,105.07.12,Remington,2019-10-31
5451321,Mycoplasma pneumoniae,肺炎黴漿菌,,101.07.12,中華無菌製劑協會,2019-10-31
5451322,mydriasis,散瞳,,101.07.12,中華無菌製劑協會,2019-10-31
5451323,mydriatics,散瞳劑,,101.07.12,中華無菌製劑協會,2019-10-31
5451324,myocardial infarction {=MI},心肌梗塞,,105.07.12,Remington,2019-10-31
5451325,myoglobinuria,肌紅蛋白尿,,105.07.12,Remington,2019-10-31
5451326,myristica,肉豆蔻,,101.07.12,中華無菌製劑協會,2019-10-31
5451327,myristica oil,肉豆蔻油,,105.07.12,Remington,2019-10-31
