ID,英文名稱,中文名稱,圖片,生歿年,國籍,專長,備註,更新日期
3252371,"Larrocha, Alicia de",拉蘿佳,,1923-2010,西班牙,鋼琴,,2017-08-08
3252372,"Larsen, Libby",拉森,,1950-,瑞典,作曲,,2018-04-17
3252373,"Larsson, Lars-Erik",拉松,,1908-1986,瑞典,作曲,,2018-04-17
3252374,"Lasalle, Jean Louis",拉撒勒,,1847-1909,法國,聲樂,男低音,2017-08-08
3252375,"Lasernia, Blas de",拉賽爾尼亞,,1751-1816,西班牙,作曲,,2017-08-08
3252376,"Lassen, Eduard",拉森,,1830-1904,丹麥,作曲；指揮,,2017-08-08
3252377,"Lassus, Roland de(Lasso, Orlando di)",拉素斯(拉索),,1532-1594,法國,作曲,,2018-04-17
3252378,Lassus. Orlando di,拉素斯(拉索),,1532-1594,比利時,作曲,,2018-04-17
3252379,"László, Magda",拉姿洛,,1919-2002,匈牙利,聲樂,女高音,2017-08-08
3252380,"Lauber, Joseph",勞伯,,1864-1952,瑞士,作曲,,2017-08-08
3252381,"Laurenti, Girolamo Bartolomeo",勞倫悌,,1644-1726,義大利,作曲；小提琴,,2017-08-08
3252382,"Lauri-Volpi, Giacomo",勞利－佛爾比,,1892-1979,義大利,聲樂,男高音,2017-08-08
3252383,"Lauridsen, Morten",勞利德森,,1943-,美國,作曲,,2017-08-08
3252384,"Lauro, Antonio",勞羅,,1917-1986,委內瑞拉,作曲；吉他,,2017-08-08
3252385,"Lavallée, Calixa",拉華列,,1842-1891,加拿大,作曲；鋼琴,,2017-08-08
3252386,"Lawes, William",勞斯,,1602-1645,英國,作曲,,2017-08-08
3252387,"Lawrence, Marjorie",勞倫絲,,1909-1979,澳大利亞,聲樂,女高音,2017-08-08
3252388,"Lazareno, Manuel",拉撒雷諾,,1909-2007,西班牙,作曲,,2017-08-08
3252389,"Lazarof, Henri",拉札羅夫,,1932-2013,美國,作曲,保加利亞裔,2017-08-08
3252390,"Lazzari, Sylvio",拉札利,,1857-1944,法國,作曲,,2017-08-08
3252391,"Le Couppey, Félix",勒庫佩,,1811-1887,法國,鋼琴；作曲,,2018-04-17
3252392,"Le Flem, Paul",勒弗雷姆,,1881-1984,法國,作曲,,2017-08-08
3252393,"Le Fleming, Christopher",雷弗雷明,,1908-1985,英國,作曲,,2017-08-08
3252394,"Le Gallienne, Dorian",雷高連,,1915-1963,澳大利亞,作曲,,2017-08-08
3252395,"Le Jeune, Claude",勒哲內,,1528-1600,法國,作曲,,2017-08-08
3252396,"Le Sueur, Jean-François",勒休厄,,1760-1837,法國,作曲；音樂著作,,2017-08-08
3252397,"Lear, Evelyn",莉兒,,1928-2012,美國,聲樂,女高音,2017-08-08
3252398,"Leavins, Arthur",李文斯,,1917-1995,英國,小提琴,,2017-08-08
3252399,"Lebrun, Parl Henri Joseph",勒伯冉,,1861-1920,比利時,作曲,,2017-08-08
3252400,"Lechner, Leonhard",雷赫納,,1553-1606,奧地利,作曲,,2017-08-08
3252401,"Leclair, Jean-Marie",勒克雷爾,,1697-1764,法國,作曲；小提琴,,2017-08-08
3252402,"Lecocq, Charles",勒科克,,1832-1918,法國,作曲,,2017-08-08
3252403,"Lecuna, Juan Vicente",雷固納,,1899-1954,委內瑞拉,作曲,,2017-08-08
3252404,"Ledger, Philip",賴吉爾,,1937-2012,英國,管風琴；指揮；鋼琴,,2017-08-08
