ID,英文名稱,中文名稱,圖片,組別,審定日期,更新日期
19442190,agitating speed,攪拌速率,,,,2022-07-15
19442191,agitating truck,攪拌車,,,,2022-07-15
19442192,agitation,攪拌,,,,2022-07-15
19442193,agitator,攪拌器,,,,2022-07-15
19442194,agitator truck,預拌混凝土運送車,,,,2022-07-15
19442195,agitator-body truck,預拌混凝土運送車,,,,2022-07-15
19442196,agonic line,零磁偏線,,測量組,,2022-07-15
19442197,agora,露天市集{希臘}；廣場{希臘},,,,2022-07-15
19442198,agreement,協議；協定,,,,2022-07-15
19442199,agricultural belt,農業環帶；農業地帶,,,,2022-07-15
19442200,agricultural district,農業區,,,,2022-07-15
19442201,agricultural drain,農田排水,,,,2022-07-15
19442202,agricultural economy,農業經濟,,都計組,,2022-07-15
19442203,agricultural land,農業用地,,,,2022-07-15
19442204,agricultural land conversion,農業用地轉換,,環工組,,2022-07-15
19442205,agricultural location theory,農業區位理論,,都計組,,2022-07-15
19442206,agricultural society,農業社會,,環工組,,2022-07-15
19442207,agricultural waste,農業廢污,,環工組,,2022-07-15
19442208,agriculture runoff,農業區逕流,,環工組,,2022-07-15
19442209,ahead of schedule,進度超前,,,,2022-07-15
19442210,aileron,副翼,,材料_FRP,,2022-07-15
19442211,air barrier,空氣阻絕隔熱材,,營管組,,2022-07-15
19442212,air base,飛行基地,,,,2022-07-15
19442213,air binding,空氣閉塞；氣結,,環工組,,2022-07-15
19442214,air blow pipe,噴氣清理管,,,,2022-07-15
19442215,air brake,氣韌；空壓煞車,,,,2022-07-15
19442216,air bubble,氣泡,,材料_FRP,,2022-07-15
19442217,air cargo,空運貨物,,,,2022-07-15
19442218,air carrier,航空運輸業,,,,2022-07-15
19442219,air carrier airport,航空運輸機場,,,,2022-07-15
19442220,air change rate,換氣率,,建築_環控,,2022-07-15
19442221,Air changes per hour (ACH),每小時換氣次數,,建築_環控,,2022-07-15
19442222,air circuit breaker,空氣斷路器,,營管組,,2022-07-15
19442223,air cleaning device,空氣清淨裝置,,營管組,,2022-07-15
19442225,air conditioning,空調,,建築_環控,,2022-07-15
19442226,air conditioning system,空調系統,,營管組,,2022-07-15
19442227,air content,空氣含量；含氣量,,,,2022-07-15
19442228,air cooling condenser,氣冷式冷凝器,,營管組,,2022-07-15
19442229,air cure agent,氣硬化劑,,材料_FRP,,2022-07-15
19442230,air cure type resin,氣硬化樹脂,,材料_FRP,,2022-07-15
19442231,air curing,空氣養護,,,,2022-07-15
19442232,air deflector,空氣導流板,,材料_FRP,,2022-07-15
19442233,air dried,風乾,,,,2022-07-15
19442234,air dry,氣乾,,,,2022-07-15
19442235,air dryer,空氣乾燥機,,營管組,,2022-07-15
19442236,air drying,氣乾,,,,2022-07-15
19442237,air drying seasoning,氣乾,,,,2022-07-15
19442238,air duct,空氣導管,,材料_FRP,,2022-07-15
19442239,air dump car,氣壓傾卸車,,,,2022-07-15
19442240,air elutriation,風析,,,,2022-07-15
19442241,air elutriator,風析機,,,,2022-07-15
19442242,air entraining,輸氣,,,,2022-07-15
19442243,air entraining agent,輸氣劑,,,,2022-07-15
19442244,air entraining cement,輸氣水泥,,,,2022-07-15
19442245,air entrainment,輸氣,,,,2022-07-15
19442246,air exchange rate,空氣交換率,,建築_環控,,2022-07-15
19442247,air filter,空氣濾清器,,,,2022-07-15
19442248,air flotation unit,空氣浮除單元,,環工組,,2022-07-15
19442249,air freighter,貨運飛機,,,,2022-07-15
19442250,air handling unit,空氣調節箱,,營管組,,2022-07-15
19442251,air inlet,空氣進口,,營管組,,2022-07-15
19442252,air interrupter,空氣斷路器,,營管組,,2022-07-15
19442253,air isolated switch equipment,空氣絕緣開關設備,,營管組,,2022-07-15
19442254,air knock,氣槌,,材料_FRP,,2022-07-15
19442255,air lift,氣壓輸送器,,,,2022-07-15
19442256,air lock,氣閘；氣塞,,材料_FRP,,2022-07-15
19442257,air marker,航空標誌,,,,2022-07-15
19442258,air meter,氣量計,,,,2022-07-15
19442259,air moisture,空氣水分,,,,2022-07-15
19442260,air navigation aid,助航設備,,,,2022-07-15
19442261,air navigational aid,助航設備,,,,2022-07-15
19442262,air navigational radio facility,航空無線電設施,,,,2022-07-15
19442263,air outlet,空氣出口,,營管組,,2022-07-15
19442264,air plenum,送風空氣室[箱]；回風空氣室[箱],,建築_環控,,2022-07-15
19442265,air pollutant,空氣污染物,,,,2022-07-15
19442266,air pollution,空氣污染,,,,2022-07-15
19442267,air pollution control,空氣污染防制,,,,2022-07-15
19442268,Air Pollution Control Act,空氣污染防制法,,環工組,,2022-07-15
19442269,air pollution control device,空氣污染控制設備,,環工組,,2022-07-15
19442270,air pollution control equipment,空氣污染控制設備,,環工組,,2022-07-15
19442271,air pollution control fee,空氣污染防制費,,環工組,,2022-07-15
19442272,air pollution control region,空氣污染防制區,,環工組,,2022-07-15
19442273,air pollution control strategy,空氣污染控制策略,,環工組,,2022-07-15
19442274,air pollution episode,空氣污染事件,,環工組,,2022-07-15
19442275,air pollution potential,空氣污染潛勢,,環工組,,2022-07-15
19442276,air pollution source,空氣污染源,,環工組,,2022-07-15
19442277,air preheater,空氣預熱器,,環工組,,2022-07-15
19442278,air pre-heater,空氣預熱器,,營管組,,2022-07-15
19442279,air quality,空氣品質,,,,2022-07-15
19442280,air quality criteria,空氣品質準則,,環工組,,2022-07-15
19442281,air quality forcasting,空氣品質預報,,環工組,,2022-07-15
19442282,air quality forcasting area,空氣品質預報區,,環工組,,2022-07-15
19442283,air quality guide,空氣品質指引,,環工組,,2022-07-15
19442284,air quality index,空氣品質指數,,環工組,,2022-07-15
19442285,air quality management strategy,空氣品質管理策略,,環工組,,2022-07-15
19442286,air quality monitoring network,空氣品質監測網,,環工組,,2022-07-15
19442287,air quality monitoring station,空氣品質監測站,,環工組,,2022-07-15
19442288,air quality standard,空氣品質標準,,,,2022-07-15
19442289,air resistance,空氣阻力,,,,2022-07-15
19442290,air resource,空氣資源,,環工組,,2022-07-15
19442291,air right,[上]空權,,,,2022-07-15
19442292,air ring,通氣環{噴凝土嘴內通氣環},,,,2022-07-15
19442293,air route surveillance radar (ARSR),航路管制雷達,,,,2022-07-15
19442294,air route traffic control center,航路管制中心,,,,2022-07-15
19442295,air sampling,空氣採樣,,環工組,,2022-07-15
19442296,air scour,氣洗,,環工組,,2022-07-15
19442297,air seasoning,空氣乾燥[法]；風乾,,,,2022-07-15
19442298,air separation,風選法,,環工組,,2022-07-15
19442299,air separator,風選機；空氣分離器,,,,2022-07-15
19442300,air siltometer,氣析計；空氣塵埃測定儀,,環工組,,2022-07-15
19442301,air source heat pump,氣源式熱泵,,營管組,,2022-07-15
19442302,air spring,空氣彈簧,,,,2022-07-15
19442303,air stripping,氣提；氣提法,,,,2022-07-15
19442304,air survey,航空測量,,,,2022-07-15
19442305,air sweetening,空氣脫硫醇,,環工組,,2022-07-15
19442306,air temperature,氣溫,,建築_環控,,2022-07-15
19442307,air terminal unit,空氣終端箱,,營管組,,2022-07-15
19442308,air tightness,氣密性,,建築_環控,,2022-07-15
19442309,air to air heat recycling equipment,氣-氣熱交換回收設備,,營管組,,2022-07-15
19442310,air toxics,空氣毒物,,環工組,,2022-07-15
19442311,air traffic,空中交通,,,,2022-07-15
19442312,air traffic control,空中交通管制,,,,2022-07-15
19442313,air traffic control radar,空中交通管制雷達,,,,2022-07-15
19442314,air traffic control service,航管業務,,,,2022-07-15
19442315,air transportation,空運,,,,2022-07-15
19442316,air valve,氣閥,,環工組,,2022-07-15
19442317,air vent,通氣孔；通氣口,,材料_FRP,,2022-07-15
19442318,air void,空隙,,,,2022-07-15
19442319,air water jet,空氣噴射水柱,,,,2022-07-15
19442320,air-blown mortar,噴凝土,,,,2022-07-15
19442321,airborne,空浮；氣載,,環工組,,2022-07-15
19442322,airborne laser-mapping system,空載雷射製圖系統,,測量組,,2022-07-15
19442323,airborne LiDAR,空載光達,,測量組,,2022-07-15
19442324,airborne particulate,氣媒微粒,,環工組,,2022-07-15
19442325,airborne particulates,空浮微粒,,建築_環控,,2022-07-15
19442326,airborne radioactive material,空浮輻射物質,,環工組,,2022-07-15
19442327,airborne radioactivity,空浮輻射性,,環工組,,2022-07-15
19442328,air-bubble level,氣泡水平器,,,,2022-07-15
19442329,air-bubble void,氣泡空隙,,材料_FRP,,2022-07-15
19442330,air-conditioned bus,空氣調節客車,,,,2022-07-15
19442331,air-cooled blast-furnace slag,氣冷高爐爐碴,,,,2022-07-15
19442332,air-cooled cargo,氣冷貨,,,,2022-07-15
19442333,aircraft,航空器,,,,2022-07-15
19442334,aircraft equipment,飛機裝備,,材料_FRP,,2022-07-15
19442335,aircraft noise,航空器噪音,,環工組,,2022-07-15
19442336,aircraft parking apron,停機坪,,營管組,,2022-07-15
19442337,air-dried state,風乾狀態；氣乾狀態,,,,2022-07-15
19442338,air-dried timber,氣乾木材,,,,2022-07-15
19442339,airdrome,飛機場,,,,2022-07-15
19442340,air-entrained concrete,輸氣混凝土,,,,2022-07-15
19442341,air-entraining admixture,輸氣劑,,,,2022-07-15
19442342,air-entraining admixture of concrete,混凝土輸氣劑,,,,2022-07-15
19442343,air-entraining agent,輸氣劑,,,,2022-07-15
19442344,air-entraining hydraulic cement,輸氣水硬性水泥,,,,2022-07-15
19442345,air-entraining portland cement,輸氣卜德蘭水泥,,,,2022-07-15
19442346,airfield traffic pattern,[目視]機場航線型態,,,,2022-07-15
19442347,airflow,氣流,,建築_環控,,2022-07-15
19442348,air-fuel ratio,空燃比,,環工組,,2022-07-15
19442349,air-handling unit (AHU),空調箱,,建築_環控,,2022-07-15
19442350,air-leg drill,氣動式鑽掘機,,,,2022-07-15
19442351,airline,航空公司；空中航線,,,,2022-07-15
19442352,airliner,民航客機,,,,2022-07-15
19442353,air-permeability test,透氣試驗,,,,2022-07-15
19442354,airport,航空站；飛機場,,,,2022-07-15
19442355,airport beacon,機場燈標,,,,2022-07-15
19442356,airport control instrumentation,航空控制設施,,營管組,,2022-07-15
19442357,airport pavement,機場鋪面,,,,2022-07-15
19442358,airport reference point,機場參考點,,,,2022-07-15
19442359,airport surface detection equipment (ASDE),機場地面搜索設備,,,,2022-07-15
19442360,airport surveillance radar (ASR),機場搜索雷達,,,,2022-07-15
19442361,air-solids ratio,空氣固體比,,環工組,,2022-07-15
19442362,airspace,空氣隔層,,建築_環控,,2022-07-15
19442363,airspeed,氣流速率；風速,,建築_環控,,2022-07-15
19442364,air-void ratio,氣隙比,,,,2022-07-15
19442365,air-water jet,高壓空氣水柱,,,,2022-07-15
19442366,airway,航線；航路；通風道,,,,2022-07-15
19442367,airway beacon,航路燈標,,,,2022-07-15
19442368,airway course light,航向燈,,,,2022-07-15
19442369,airworthiness certificate,適航證明書,,,,2022-07-15
19442370,aisle,側廊；走廊；走道,,,,2022-07-15
19442371,Aitken nuclei,艾肯核,,環工組,,2022-07-15
19442372,akermanite,矽酸鈣鎂,,,,2022-07-15
19442373,alabaster,石膏結晶,,,,2022-07-15
19442374,albedo,反照率,,建築_環控,,2022-07-15
19442375,alcohol,醇類,,環工組,,2022-07-15
19442376,alcohol intoxication,酒醉｛交通執法｝,,,,2022-07-15
19442377,aldehyde,醛類,,環工組,,2022-07-15
19442378,aldrin,阿特靈,,環工組,,2022-07-15
19442379,alert system,警報系統,,環工組,,2022-07-15
19442380,algae,藻類,,,,2022-07-15
19442381,algae harvesting,藻類收成,,環工組,,2022-07-15
19442382,algal bloom,藻華,,,,2022-07-15
19442383,algal growth potential (AGP),藻類生長潛勢,,環工組,,2022-07-15
19442384,algal oxidation pond,藻類氧化池,,環工組,,2022-07-15
19442385,algicide,殺藻劑,,環工組,,2022-07-15
19442386,alidade,照準儀,,測量組,,2022-07-15
19442387,alidade assembly,照準儀組件,,測量組,,2022-07-15
19442388,alidade stadia method,照準儀視距法,,,,2022-07-15
19442389,alien species,外來種,,環工組,,2022-07-15
19442390,alienation,異化；疏離,,,,2022-07-15
19442391,alignment,定線；線形,,,,2022-07-15
19442392,alignment chart for column,柱之有效長度係數圖,,,,2022-07-15
19442393,alignment survey,定線測量,,測量組,,2022-07-15
19442394,alignment wire,定線繩,,,,2022-07-15
19442395,aliphatic compound,脂肪族化合物,,,,2022-07-15
19442396,aliquot part,整除部分,,測量組,,2022-07-15
19442397,alite,艾萊土；矽酸三鈣,,,,2022-07-15
19442398,alkali,鹼金屬鹽,,,,2022-07-15
19442399,alkali content,含鹼量；鹼含量,,,,2022-07-15
19442400,alkali metal,鹼金屬,,環工組,,2022-07-15
19442401,alkali reactivity (of aggregate),鹼活性{與粒料反應},,,,2022-07-15
19442402,alkali-aggregate reaction,鹼質粒料反應；鹼粒料反應,,,,2022-07-15
19442403,alkali-carbonate reaction,鹼碳酸鹽反應,,,,2022-07-15
19442404,alkali-carbonate rock reaction,鹼-碳酸鹽質岩石反應,,,,2022-07-15
19442405,alkaline,鹼性,,環工組,,2022-07-15
19442406,alkaline earth metal,鹼土金屬,,環工組,,2022-07-15
19442407,alkaline soil,鹼性土壤,,,,2022-07-15
19442408,alkalinity,鹼度,,環工組,,2022-07-15
19442409,alkali-resistant glass,耐鹼玻璃,,材料_FRP,,2022-07-15
19442410,alkali-silica reaction,鹼二氧化矽反應,,,,2022-07-15
19442411,alkali-silicate reaction,鹼-矽酸鹽反應,,,,2022-07-15
19442412,alkalophilic microorganism,嗜鹼微生物,,環工組,,2022-07-15
19442413,alkane,烷類,,環工組,,2022-07-15
19442414,alkene,烯類,,環工組,,2022-07-15
19442415,alkyd plastic,醇酸塑膠,,材料_FRP,,2022-07-15
19442416,alkyd resin,醇酸樹脂,,材料_FRP,,2022-07-15
19442417,alkyl aryl sulfonate,烷芬基磺酸鈉,,,,2022-07-15
19442418,alkyl benzene sulfonate (ABS),烷基苯磺酸鹽,,,,2022-07-15
19442419,alkyl halide,鹵烷,,環工組,,2022-07-15
19442420,alkyl mercury compund,烷基汞化合物,,環工組,,2022-07-15
19442421,alkylene,烯烴基,,環工組,,2022-07-15
19442422,alkyne,炔類,,環工組,,2022-07-15
19442423,all casing pile,全套管基樁,,,,2022-07-15
19442424,all fours mooring,前後雙錨泊,,,,2022-07-15
19442425,all risks,全險｛交通監理｝,,,,2022-07-15
19442426,all-day service,全日[運輸]服務,,,,2022-07-15
19442427,allele,同位基因；等位基因,,環工組,,2022-07-15
19442428,allethrin,丙烯除蟲菊,,環工組,,2022-07-15
19442429,all-glass entrance,無框玻璃出入口,,營管組,,2022-07-15
19442430,all-glass storefront,無框玻璃櫥窗,,營管組,,2022-07-15
19442431,all-hazard,全災害,,都計組,,2022-07-15
19442432,alligator crack,鱷皮狀裂紋,,,,2022-07-15
19442433,alligatoring,鱷皮狀裂紋,,材料_FRP,,2022-07-15
19442434,alloted land,放領地,,,,2022-07-15
19442435,allowable bearing capacity,容許支承容量；容許承載力；容許承載強度,,,,2022-07-15
19442436,allowable bearing pressure,容許支承壓應力,,,,2022-07-15
19442437,allowable cargo load,容許貨物載重,,,,2022-07-15
19442438,allowable crosswind component,容許側向風速,,,,2022-07-15
19442439,allowable flooding depth,容許淹水深度,,,,2022-07-15
19442440,allowable gross takeoff weight,許可起飛總重,,,,2022-07-15
19442441,allowable load,容許載重,,,,2022-07-15
19442442,allowable stress,容許應力,,,,2022-07-15
19442443,allowance,容差；裕度；津貼,,,,2022-07-15
19442444,allowance of track irregularity,軌道不整容許度,,,,2022-07-15
19442445,alloy bar,合金[鋼]棒,,,,2022-07-15
19442446,alloyed-lead pipe,合金鉛管,,,,2022-07-15
19442447,alluvial channel,沖積河槽,,,,2022-07-15
19442448,alluvial cone,冲積錐,,,,2022-07-15
19442449,alluvial deposit,沖積層,,,,2022-07-15
19442450,alluvial fan,沖積扇,,,,2022-07-15
19442451,alluvial plain,沖積平原,,,,2022-07-15
19442452,alluvial slope spring,沖積坡泉,,,,2022-07-15
19442453,alluvial soil,冲積土壤,,,,2022-07-15
19442454,alluvium,冲積層,,,,2022-07-15
19442455,alluvium deposit,沖積土；沖積層,,,,2022-07-15
19442456,all-welded bridge,全銲接橋,,,,2022-07-15
19442457,all-wheel drive,全輪驅動,,,,2022-07-15
19442458,allyl plastic,丙烯基塑膠,,材料_FRP,,2022-07-15
19442459,allyxycarb,除害威,,環工組,,2022-07-15
19442460,almanac,星曆,,測量組,,2022-07-15
19442461,alongside berth,靠泊船席,,,,2022-07-15
19442462,alongside delivery,船邊交貨,,,,2022-07-15
