ID,英文名稱,中文名稱,圖片,語言,備註,更新日期
3236985,ambiguous chord,曖昧和弦（絃）,,英,,2017-08-08
3236986,ambitus {Lat.},音域,,拉,,2017-08-08
3236987,Amboss {Ger.},鐵砧｛擊樂｝,,德,,2017-08-08
3236988,ambrosian chant,安布羅斯聖歌,,英,,2017-08-08
3236989,Ambrosian hymn,安布羅斯讚歌,,英,,2017-08-08
3236990,ambrosian modes,安布羅斯調式,,英,,2017-08-08
3236991,Ambrosianischer Gesang {Ger.},安布羅斯聖歌,,德,,2017-08-08
3236992,Ambrosianischer Lobgesang {Ger.},安布羅斯讚歌,,德,,2017-08-08
3236993,ambrosiano canto {It.},安布羅斯聖歌,,義,,2017-08-08
3236994,âme {Fr.},音柱,,法,,2017-08-08
3236995,amen cadence,阿們終止,,英,,2017-08-08
3236996,Amen {Heb.},阿們,,希伯來,,2017-08-08
3236997,american organ,美式風琴,,英,,2017-08-08
3236998,Amerikanische Orgel {Ger.},美式風琴,,德,,2017-08-08
3236999,amore {It.},愛,,義,,2017-08-08
3237000,amorevole {It.},多情的；柔情的；可愛的,,義,,2017-08-08
3237001,amoroso {It.},深情的,,義,,2017-08-08
3237002,Amorschall {Ger.},阿默夏爾號｛德｝,,德,,2017-08-08
3237003,amplifer,擴大機,,英,,2017-08-08
3237004,amplitude,振幅,,英,,2017-08-08
3237005,anacrouse {Fr.},弱起拍,,法,,2017-08-08
3237006,anacrusi {It.},弱起拍,,義,,2017-08-08
3237007,analisi {It.},樂曲分析,,義,,2017-08-08
3237008,analogue,類比,,英,,2017-08-08
3237009,analyse {Fr.},樂曲分析,,法．英,,2017-08-08
3237010,Analyse {Ger.},樂曲分析,,德,,2017-08-08
3237011,analysis of composition,樂曲分析,,英,,2017-08-08
3237012,Ānandalaharī,阿蘭達拉哈利琴,,孟加拉,,2017-08-08
3237013,ānandalaharī {In.},桶琴,,印度,,2017-08-08
3237014,anche à ruban{Fr.},帶簧,,法,,2017-08-08
3237015,anche battante {Fr.},敲擊簧,,法,,2017-08-08
3237016,anche double {Fr.},雙簧,,法,,2017-08-08
3237017,anche libre {It.},活簧,,法,,2017-08-08
3237018,anche {Fr.},簧,,法,,2017-08-08
3237019,ancia battente {It.},敲擊簧,,義,,2017-08-08
3237020,ancia doppia {It.},雙簧,,義,,2017-08-08
3237021,ancia libera {It.},活簧,,義,,2017-08-08
3237022,ancia {It.},簧,,義,,2017-08-08
3237023,ancient suite,古組曲,,英,,2017-08-08
3237024,ancora {It.},再一次,,義,,2017-08-08
3237025,andächtig {Ger.},虔敬的,,德,,2017-08-08
3237026,andalouse {Fr.},安達盧西亞舞曲,,法,,2017-08-08
3237027,andaluz,安達盧西亞舞曲,,英,,2017-08-08
3237028,andaluza {Sp.},安達盧西亞舞曲,,西,,2017-08-08
3237029,andamento {It.},長主題(復格),,義,,2017-08-08
3237030,andante cantabile {It.},如歌的行板,,義,,2017-08-08
3237031,andante moderato {It.},中庸的行板,,義,,2017-08-08
3237032,andante {It.},行板,,義,,2017-08-08
3237033,andantino {It.},小行板,,義,,2017-08-08
3237034,anechoic chamber,無響室,,英,,2017-08-08
3237035,anemochord,氣鳴鋼琴,,英,,2017-08-08
3237036,anémochorde {Fr.},氣鳴鋼琴,,法,,2017-08-08
3237037,anémocorde {Fr.},風鳴鋼琴,,法,,2017-08-08
3237038,anenaiki {Rus.},阿內納基唱法,,俄,,2017-08-08
3237039,Angabe in Metronom Mälzel {Ger.},節拍器記號,,德,,2017-08-08
3237040,angel lute,安傑利卡（天使魯特琴）,,英,,2017-08-08
3237041,angelica {It.},安傑利卡（天使魯特琴）,,義,,2017-08-08
3237042,angelical salutation,天使致敬,,英,,2017-08-08
3237043,Angelika {Ger.},安傑利卡（天使魯特琴）,,德,,2017-08-08
3237044,angélique {Fr.},安傑利卡（天使魯特琴）,,法,,2017-08-08
3237045,angelito,天使歌（兒童葬歌）,,西,,2017-08-08
3237046,angewandte Form {Ger.},應用曲式,,德,,2017-08-08
3237047,angklung,搖竹(印尼樂器),,英,,2017-08-08
3237048,anglaise {Fr.},安格雷舞曲｛英國舞曲｝,,法,,2017-08-08
3237049,anglican chant,英格蘭聖歌,,英,,2017-08-08
3237050,angosciosamente {It.},痛苦的；煩悶的,,義,,2017-08-08
3237051,angoscioso {It.},痛苦；煩悶,,義,,2017-08-08
3237052,ängstlich {Ger.},焦慮的；膽怯的,,德,,2017-08-08
3237053,angular harp,直立式豎琴,,英,,2017-08-08
3237054,Anhang {Ger.},附錄,,德,,2017-08-08
3237055,anhemitonic {Gr.},無半音的,,希,,2017-08-08
3237056,anima {It.},音柱,,義,,2017-08-08
3237057,animando {It.},逐漸活躍的,,義,,2017-08-08
3237058,animato {It.},生氣蓬勃的；精神煥發的,,義,,2017-08-08
3237059,anklung,搖竹（印尼樂器）,,英,,2017-08-08
3237060,anmutig {Ger.},優雅的；溫柔的；甜美動聽的,,德,,2017-08-08
3237061,anonimo {It.},無名氏,,義,,2017-08-08
3237062,Anonym {Ger.},無名氏,,德,,2017-08-08
3237063,anonyme {Fr.},無名氏,,法,,2017-08-08
3237064,anonymous,無名氏,,英,,2017-08-08
3237065,anreissen {Ger.},用力的撥奏,,德,,2017-08-08
3237066,Ansatz {Ger.},吹口；嘴型變化；起音,,德,,2017-08-08
3237067,Ansatzrohr {Ger.},共鳴腔,,德,,2017-08-08
3237068,Anschlag {Ger.},雙倚音（音樂學）；觸鍵（鍵盤樂器）；起奏（管、絃樂）；擊法（擊樂）,,德,,2017-08-08
3237069,anschwellend {Ger.},漸強,,德,,2017-08-08
3237070,Anstrich {Ger.},上弓,,德,,2017-08-08
3237071,answer,答句,,英,,2017-08-08
3237072,answer by augmentation,增值答句,,英,,2017-08-08
3237073,answer by diminution,減值答句,,英,,2017-08-08
3237074,answer by inversion,反向答句,,英,,2017-08-08
3237075,answer in fugue,復格答句,,英,,2017-08-08
3237076,antara {Sp.},安達拉簫｛秘魯排簫｝,,西,,2017-08-08
3237077,antecedente phrase,前分句,,英,,2017-08-08
3237078,antecedente {It.},前分句；導句,,義,,2017-08-08
3237079,anthem,頌歌,,英,,2017-08-08
3237080,anthesis,應句,,英,,2017-08-08
3237081,anthony,對唱曲；疊句｛聖詩吟誦｝,,英,,2017-08-08
3237082,anticipation {Fr.},先現音,,英˙法,,2017-08-08
3237083,anticipazione {It.},先現音,,義,,2017-08-08
3237084,antico,古代風格,,英,,2017-08-08
3237085,antienne {Fr.},對唱曲；疊句｛聖詩吟誦｝,,法,,2017-08-08
3237086,antifona {It.},對唱聖歌集,,義,,2017-08-08
3237087,antifonario {It.},對唱聖歌集,,義,,2017-08-08
3237088,Antike Zimbeln {Ger.},古鐃鈸,,德,,2017-08-08
3237089,Antilopenhorn {Ger.},軍號角｛北德｝,,德,,2017-08-08
3237090,antiphon,對唱曲；疊句｛聖詩吟誦｝,,英,,2017-08-08
3237091,antiphona Beatae Mariae {Lat.},瑪莉亞讚美歌,,拉,,2017-08-08
3237092,antiphona {Lat.},對唱聖歌集,,拉,,2017-08-08
3237093,antiphonal psalmody,對唱聖歌,,英,,2017-08-08
3237094,antiphonal singing,對唱,,英,,2017-08-08
3237095,antiphonal {Lat.},對唱聖歌集,,拉,,2017-08-08
3237096,antiphonale {Lat.},對唱聖歌集,,拉,,2017-08-08
3237097,antiphonary {Eng.},對唱聖歌集,,英,,2017-08-08
3237098,antiphonel {Fr.},自動樂器,,法,,2017-08-08
3237099,antiphoner,對唱聖歌集,,英,,2017-08-08
3237100,antiphonia {Gr.} {Lat.},八度音,,希˙拉,,2017-08-08
3237101,Antique cymbals,古鐃鈸,,英,,2017-08-08
3237102,antithesis and thesis,應句與起句,,英,,2017-08-08
3237103,Antizipation {Ger.},先現音,,德,,2017-08-08
3237104,Antwort {Ger.},答句,,德,,2017-08-08
3237105,anvil,鐵砧｛擊樂｝,,英,,2017-08-08
3237106,anwachsend {Ger.},漸強,,德,,2017-08-08
3237107,Äolisch {Ger.},伊奧利安調式,,德,,2017-08-08
3237108,Äolische {Ger.},伊奧利安調式,,德,,2017-08-08
3237109,Äolsharfe {Ger.},風鳴琴,,德,,2017-08-08
3237110,Aosta codex {Lat.},奧斯塔抄本,,拉,,2017-08-08
3237111,aperto {It.},開放；清楚明晰的；寬廣的；,,義,,2017-08-08
3237112,Apfelregal {Ger.},蘋果狀風琴管,,德,,2017-08-08
3237113,apollinisch {Ger.},阿波羅的,,德,,2017-08-08
3237114,Apollonicon,阿波羅自動管風琴,,英,,2017-08-08
3237115,apotome {Gr.},大半音,,希,,2017-08-08
3237116,apoyando {Sp.},壓弦（絃）奏法,,西,,2017-08-08
3237117,apoyatura {Sp.},倚音,,西,,2017-08-08
3237118,apparent movement,假現運動,,英,,2017-08-08
3237119,appassionata {It.},熱情,,義,,2017-08-08
3237120,appassionato {It.},熱情的,,義,,2017-08-08
3237121,appenato {It.},悲切的,,義,,2017-08-08
3237122,applied form,應用曲式學,,英,,2017-08-08
3237123,applied music,實用音樂,,英,,2017-08-08
3237124,Applikatur {Ger.},指法,,德,,2017-08-08
3237125,appoggiando {It.},支持的；圓滑的；連貫的；延音,,義,,2017-08-08
3237126,appoggiatura chord,倚音和弦（絃）,,英,,2017-08-08
3237127,appoggiatura doppia {It.},雙倚音,,義,,2017-08-08
3237128,appoggiatura lunga {It.},長倚音,,義,,2017-08-08
3237129,appoggiatura {It.},倚音,,英˙義,,2017-08-08
3237130,appogiature double {Fr.},雙倚音,,法,,2017-08-08
3237131,appogiature longue {Fr.},長倚音,,法,,2017-08-08
3237132,appogiature {Fr.},倚音,,法,,2017-08-08
3237133,appuyé {Fr.},強調的；加重的；倚音,,法,,2017-08-08
3237134,appuyer {Fr.},著重；加強,,法,,2017-08-08
3237135,Apt Codex {Fr.},阿普特抄本,,法,,2017-08-08
3237136,Äqual {Ger.},相等,,德,,2017-08-08
3237137,aquarelle {Fr.},小曲；小品,,法,,2017-08-08
3237138,Arabeske {Ger.},阿拉伯風,,德,,2017-08-08
3237139,Arabesque {Fr.},阿拉伯風,,法,,2017-08-08
3237140,Arabisches Komma {Ger.},阿拉伯音差,,德,,2017-08-08
3237141,Arada drums,阿拉達鼓｛海地排鼓｝,,英,,2017-08-08
3237142,arada {Sp.},阿拉達鼓｛海地排鼓｝,,西,,2017-08-08
3237143,aragonaise {Fr.},阿拉岡舞曲,,法,,2017-08-08
3237144,aragonesa {Sp.},阿拉岡舞曲,,西,,2017-08-08
3237145,araine {Fr.},青銅號,,法,,2017-08-08
3237146,arc musical {Fr.},弓琴；樂器弓,,法,,2017-08-08
3237147,arc sonore {Fr.},弓琴；樂器弓,,法,,2017-08-08
3237148,Arc-en-terre {Fr.},地弓琴,,法,,2017-08-08
3237149,arcata in giù {It.},上弓,,義,,2017-08-08
3237150,arcata in su {It.},下弓,,義,,2017-08-08
3237151,arcata {It.},運弓；弓法,,義,,2017-08-08
3237152,arcato {It.},用弓奏；運弓；弓法,,義,,2017-08-08
3237153,arch form,拱形曲式,,英,,2017-08-08
3237154,archcittern,大魯特琴,,英,,2017-08-08
3237155,arched harp,弓形豎琴,,英,,2017-08-08
3237156,Arched top,拱形面板,,英,,2017-08-08
3237157,arched viall,輪擦維奧爾琴,,英,,2017-08-08
3237158,archet {Fr.},弓,,法,,2017-08-08
3237159,architectural acoustics,建築聲響學,,英,,2017-08-08
3237160,archlute {Fr.},長頸魯特琴,,法,,2017-08-08
3237161,arcicembalo {It.},古鍵盤樂器,,義,,2017-08-08
3237162,arciliuto {It.},長頸魯特琴,,義,,2017-08-08
3237163,arciorgano {It.},古鍵盤樂器,,義,,2017-08-08
3237164,arco,用弓奏；弓,,英,,2017-08-08
3237165,arco in giù {It.},下弓,,義,,2017-08-08
3237166,arco in su {It.},上弓,,義,,2017-08-08
3237167,ardente {It.},熱情的,,義,,2017-08-08
3237168,Ardin,阿爾丁琴｛西非｝,,英,,2017-08-08
3237169,arditamente {It.},大膽的；放情的,,義,,2017-08-08
3237170,ardito {It.},有活力的,,義,,2017-08-08
3237171,ardore {It.},熱烈；熱情,,義,,2017-08-08
3237172,Areito {Sp.},阿瑞多舞｛西印度群島｝,,西,,2017-08-08
3237173,Argentine accordion,阿根廷手風琴,,英,,2017-08-08
3237174,Arghûl {Ar.},阿古管,,阿拉伯,,2017-08-08
3237175,aria concertante {It.},音樂會詠唱調,,義,,2017-08-08
3237176,aria d'opera {It.},歌劇詠唱調,,義,,2017-08-08
3237177,aria di bravura {It.},炫技詠唱調,,義,,2017-08-08
3237178,aria di coloratura {It.},花腔詠唱調,,義,,2017-08-08
3237179,aria di corte {It.},宮廷歌曲,,義,,2017-08-08
3237180,aria d’imitazione {It.},模仿詠唱調,,義,,2017-08-08
3237181,aria {It.},詠唱調,,英˙義,,2017-08-08
3237182,Arie {Ger.},詠唱調,,德,,2017-08-08
3237183,arietta {It.},小詠唱調,,義,,2017-08-08
3237184,arioso {It.},似詠唱調,,義,,2017-08-08
3237185,arlecchino {It.},丑角,,義,,2017-08-08
3237186,arlequin {Fr.},丑角,,法,,2017-08-08
3237187,armatura {It.},調號,,義,,2017-08-08
3237188,armature {Fr.},調號,,法,,2017-08-08
3237189,armonia {It.},和聲；和聲學,,義,,2017-08-08
3237190,armonica a bocca {It.},口琴,,義,,2017-08-08
3237191,armonica a manticino {It.},手風琴,,義,,2017-08-08
3237192,armonica {It.},玻璃琴,,義,,2017-08-08
3237193,armónicos {Sp.},泛音,,西,,2017-08-08
3237194,armonie essenziali {It.},基礎和聲,,義,,2017-08-08
3237195,armonioso {It.},和諧的；協和的,,義,,2017-08-08
3237196,armonium {It.},簧風琴,,義,,2017-08-08
3237197,aros {Sp.},側面板,,西,,2017-08-08
3237198,arpa cromatica {It.},半音豎琴,,義,,2017-08-08
3237199,arpa d'Eolo {It.},風鳴琴,,義,,2017-08-08
3237200,arpa doppia {It.},雙列弦豎琴,,義,,2017-08-08
3237201,arpa eolia {It.},風鳴琴,,義,,2017-08-08
3237202,arpa {It.}{Sp.},豎琴,,義˙西,,2017-08-08
3237203,arpanetta {It.},阿帕內塔琴,,義,,2017-08-08
3237204,arpège {Fr.},琶音,,法,,2017-08-08
3237205,arpeggio {It.},琶音,,義,,2017-08-08
3237206,arpeggione {It.},琶音琴,,義,,2017-08-08
3237207,arpegio {Sp.},琶音,,西,,2017-08-08
3237208,arpicordo {It.},阿比柯多琴,,義,,2017-08-08
3237209,arpitarrone {It.},阿比塔隆琴,,義,,2017-08-08
3237210,arraché {Fr.},強力撥奏,,法,,2017-08-08
3237211,arrangement,編曲,,英,,2017-08-08
3237212,arrescu {Sp.},阿雷斯固舞曲,,西,,2017-08-08
3237213,ars antiqua {Lat.},古藝術,,拉,,2017-08-08
3237214,ars nova {Lat.},新藝術,,拉,,2017-08-08
3237215,Ars Subtilior {Lat.},纖細藝術,,拉,,2017-08-08
3237216,art song,藝術歌曲,,英,,2017-08-08
3237217,articolato {It.},清晰的；明確的,,義,,2017-08-08
3237218,articolazione {It.},運音法；演奏（唱）技法,,義,,2017-08-08
3237219,articulation,運音法；演奏（唱）技法,,英,,2017-08-08
3237220,artificial harmonics,人工泛音,,英,,2017-08-08
3237221,artificial mode,人為調式,,英,,2017-08-08
3237222,artificial note,人為音,,英,,2017-08-08
3237223,artig {Ger.},溫雅的；高尚的,,德,,2017-08-08
3237224,Artikulation {Ger.},運音法；演奏（唱）技法,,德,,2017-08-08
3237225,artistic creation,藝術創作,,英,,2017-08-08
3237226,As {Ger.},降A,,德,,2017-08-08
3237227,Asas {Ger.},重降A音,,德,,2017-08-08
3237228,ascending,上行,,英,,2017-08-08
3237229,Ases {Ger.},重降A音｛德｝,,德,,2017-08-08
3237230,asor {Heb.},阿索爾琴｛猶太古琴｝,,希伯來,,2017-08-08
3237231,aspiration {Fr.},間斷音｛後倚音的一種｝,,法,,2017-08-08
3237232,assai {It.},很；相當的；特別的,,義,,2017-08-08
3237233,assez {Fr.},很；相當的,,法,,2017-08-08
3237234,Assumpta est Maria {Lat.},聖母昇天彌撒曲,,拉,,2017-08-08
3237235,Ästhetische Kategorien {Ger.},美的範疇,,德,,2017-08-08
3237236,Ästhetischer Wert {Ger.},美的價值,,德,,2017-08-08
3237237,at first sight,初次視奏；初次視唱,,英,,2017-08-08
3237238,atabal {Sp.},阿他巴鼓,,西,,2017-08-08
3237239,atabaque {Br.},阿他巴克鼓,,巴西,,2017-08-08
3237240,Atem {Ger.},呼吸；氣息,,德,,2017-08-08
3237241,Atempause {Ger.},呼吸間歇；呼吸記號；分句號,,德,,2017-08-08
3237242,Atemzeichen {Ger.},呼吸記號,,德,,2017-08-08
3237243,Atmung {Ger.},呼吸；氣息；呼吸法,,德,,2017-08-08
3237244,atonal,無調性,,英,,2017-08-08
3237245,atonal music,無調性音樂；非調性音樂,,英,,2017-08-08
3237246,atonalism,無調性主義；非調性主義,,英,,2017-08-08
3237247,atonalismo {It.},無調性主義；非調性主義,,義,,2017-08-08
3237248,atonalità {It.},無調性；非調性,,義,,2017-08-08
3237249,Atonalität {Ger.},無調性；非調性,,德,,2017-08-08
3237250,atonalité {Fr.},無調性；非調性,,法,,2017-08-08
3237251,atonality,無調性；非調性,,英,,2017-08-08
3237252,attacca subito {It.},緊接下一段,,義,,2017-08-08
3237253,attacca {It.},緊接下一段,,義,,2017-08-08
3237254,attacco {It.},短主題｛複格},,義,,2017-08-08
3237255,attack,起音,,英,,2017-08-08
3237256,Attack {Ger.},起音,,德,,2017-08-08
3237257,au talon {Fr.},近弓根奏,,法,,2017-08-08
3237258,aubade {Fr.},晨間音樂；晨歌,,法,,2017-08-08
3237259,aube {Fr.},晨歌,,法,,2017-08-08
3237260,audibility limits,聽覺極限,,英,,2017-08-08
3237261,audiogram,聽力圖,,英,,2017-08-08
3237262,audiometer,測聽器,,英,,2017-08-08
3237263,audiométrie {Fr.},聽力檢查,,法,,2017-08-08
3237264,audiometry,聽力檢查,,英,,2017-08-08
3237265,audition,試聽；聽力；面試,,英,,2017-08-08
3237266,audition colorée {Fr.},色彩聽覺,,法,,2017-08-08
3237267,auditory area,聽域,,英,,2017-08-08
3237268,Auditory fatigue,聽覺疲勞,,英,,2017-08-08
3237269,auditory volume,音寬度；音粗度,,英,,2017-08-08
3237270,audizione a colori {It.},色彩聽覺,,義,,2017-08-08
3237271,Auferstehung Symphonie {Ger.},復活交響曲,,德,,2017-08-08
3237272,Aufführung {Ger.},演奏｛唱｝；演出：表演,,德,,2017-08-08
3237273,aufgeregt {Ger.},興奮的；激動的,,德,,2017-08-08
3237274,Aufgeweckt {Ger.},生動的；活潑的,,德,,2017-08-08
3237275,Aufhalten {Ger.},抑制,,德,,2017-08-08
3237276,Auflage {Ger.},版本,,德,,2017-08-08
3237277,Auflösung {Ger.},解決,,德,,2017-08-08
3237278,Auflösungszeichen {Ger.},本位記號；還原記號,,德,,2017-08-08
3237279,Aufnahmeapparat {Ger.},收錄器材,,德,,2017-08-08
3237280,Aufschlagzunge {Ger.},敲擊簧,,德,,2017-08-08
3237281,Aufstellung {Ger.},呈示部,,德,,2017-08-08
3237282,Aufstrich {Ger.},上弓,,德,,2017-08-08
3237283,Auftakt {Ger.},弱起拍,,德,,2017-08-08
3237284,auftaktige Bildung {Ger.},弱起,,德,,2017-08-08
3237285,Auftaktigkeit {Ger.},弱起,,德,,2017-08-08
3237286,Auftritt {Ger.},場；景 （戲劇）,,德,,2017-08-08
3237287,aufwärtsführender Leitton {Ger.},上行導音,,德,,2017-08-08
3237288,Augenmusik {Ger.},視覺音樂,,德,,2017-08-08
3237289,augmental interval,增音程,,英,,2017-08-08
3237290,augmentation,增值,,英,,2017-08-08
3237291,augmentation and diminution,增值與減值,,英,,2017-08-08
3237292,augmented chord,增和弦（絃）,,英,,2017-08-08
3237293,augmented fifth,增五度,,英,,2017-08-08
3237294,augmented fourth,增四度,,英,,2017-08-08
3237295,augmented intervals,增音程,,英,,2017-08-08
3237296,augmented prime,增一度,,英,,2017-08-08
3237297,augmented second,增二度,,英,,2017-08-08
3237298,augmented seventh,增七度,,英,,2017-08-08
3237299,augmented sixth,增六度,,英,,2017-08-08
3237300,augmented third,增三度,,英,,2017-08-08
3237301,augmented triad,增三和弦（絃）,,英,,2017-08-08
3237302,aulos,奧洛斯管,,英,,2017-08-08
3237303,aumentazione {It.},增值,,義,,2017-08-08
3237304,aura {Lat.},奧拉琴,,拉,,2017-08-08
3237305,aurresku {Sp.},奧雷斯固舞曲,,西,,2017-08-08
3237306,Ausdruck {Ger.},表情,,德,,2017-08-08
3237307,ausdrucksvoll {Ger.},富有表情的,,德,,2017-08-08
3237308,Ausfüllgeiger {Ger.},總奏的小提琴手,,德,,2017-08-08
3237309,ausgehalten {Ger.},保持；持續,,德,,2017-08-08
3237310,ausgelassen {Ger.},洋溢的；奔放的,,德,,2017-08-08
3237311,aushalten {Ger.},保持；持續,,德,,2017-08-08
3237312,Aussenstimme {Ger.},外聲部,,德,,2017-08-08
3237313,Äusseres Ohr {Ger.},外耳,,德,,2017-08-08
3237314,Äusserestimme {Ger.},外聲部,,德,,2017-08-08
3237315,Aussprache {Ger.},發音,,德,,2017-08-08
3237316,Ausweichung {Ger.},臨時轉調,,德,,2017-08-08
3237317,Auswendigspielen {Ger.},背譜演出,,德,,2017-08-08
3237318,Auszug {Ger.},編曲,,德,,2017-08-08
