ID,英文名稱,中文名稱,圖片,中國大陸譯名,備註,更新日期
2292854,MS {mass spectrometry},質譜法,,质谱法,,2015-05-25
2292855,MS/MS {tandem mass spectrometry},串聯式質譜法,,串级质谱法,,2015-05-25
2292858,muffle furnace,套爐；回熱爐,,马弗炉,,2015-05-25
2292859,Mulliken electronegativity,密立根電負度,,Mulliken电负性,,2015-05-25
2292860,Mulliken population analysis,密立根族群分析；密立根居量分析,,Mulliken布居数分析,,2015-05-25
2292861,multi-atomic ion,多原子離子,,多原子离子,,2015-05-25
2292862,multiaxial drawing,多軸拉伸,,多轴拉伸,,2015-05-25
2292863,multicenter bond,多中心鍵,,多中心键,,2015-05-25
2292864,multichannel analyzer {= MCA},多頻道分析儀,,多道分析器,,2015-05-25
2292865,multi-channel spectrometer,多[頻]道譜儀,,多道谱仪,,2015-05-25
2292866,multi-channel X-ray fluorescence spectrometer,多頻道Ｘ射線螢光光譜儀,,多道Ｘ射线荧光光谱仪,,2015-05-25
2292867,multichromatic X-ray absorption analysis,多色X射線吸收分析[法],,多色X射线吸收分析[法],,2015-05-25
2292868,multicomponent reaction {= MCR},多成分反應,,多组分反应,,2015-05-25
2292869,multicomponent spectrophotometry,多組分分光光度法,,多组分分光光度法,,2015-05-25
2292870,multiconfiguration self-consistent field theory {= MC-SCF},多組態自洽場理論,,多组态自洽场理论,,2015-05-25
2292871,multicopper oxidase,多銅氧化酶,,多铜氧化酶,,2015-05-25
2292872,multidecker sandwich complex,多層夾心配合物,,多层夹心錯合物,,2015-05-25
2292873,multi-dimensional chromatography,多維層析法,,多维色谱法,,2015-05-25
2292874,multidimensional nuclear magnetic resonance,多維核磁共振,,多维核磁共振,,2015-05-25
2292875,multifilament,多絲纖維,,复丝,,2015-05-25
2292876,multi-layer blow molding,多層吹塑,,多层吹塑,,2015-05-25
2292877,multi-layer extrusion,多層擠出,,多层挤出,,2015-05-25
2292878,multimolecular adsorption,多分子吸附,,多分子层吸附,,2015-05-25
2292879,multi-nuclear magnetic resonance,多核磁共振,,多核磁共振,,2015-05-25
2292880,multinucleon transfer reaction,多核子轉移反應,,多核子转移反应,,2015-05-25
2292881,multiphoton absorption {= MPA},多光子吸收,,多光子吸收,,2015-05-25
2292882,multiphoton dissociation {= MPD},多光子解離,,多光子解离,,2015-05-25
2292883,multiphoton ionization {= MPI},多光子游離,,多光子电离,,2015-05-25
2292884,multiple bond,複鍵；多重鍵,,多重键,,2015-05-25
2292885,multiple collector,多接收器,,多接收器,,2015-05-25
2292886,multiple collision,多重碰撞,,多重碰撞,,2015-05-25
2292887,multiple comparison,多重比較法,,多重比较,,2015-05-25
2292888,multiple development,多重展開法,,多次展开[法],,2015-05-25
2292889,multiple emulsion,多重乳液；多重乳膠；多重乳化,,﹡多重乳状液,,2015-05-25
2292890,multiple ion monitoring,多離子監測,,多离子监测,,2015-05-25
2292891,multiple irradiation,多重照射,,多重照射,,2015-05-25
2292892,multiple linear regression spectrophotometry,多[元]線性回歸分光光度法,,多元线性回归分光光度法,,2015-05-25
2292893,multiple moments,電多極矩,,电多极矩,,2015-05-25
2292894,multiple path catalytic reaction,多路徑催化反應,,多路径催化反应,,2015-05-25
2292895,multiple quantum transition {= MQT},多量子躍遷,,多量子跃迁,,2015-05-25
2292896,multiple regression analysis,多元回歸分析；多重回歸分析,,多元回归分析,,2015-05-25
2292897,multiple time scale integration,多重時間尺度積分,,多重时间尺度积分,,2015-05-25
2292898,multiple-charged ion,多電荷離子,,多电荷离子,,2015-05-25
2292899,multiplet,多重[譜]線,,多重峰,,2015-05-25
2292900,multiplet line absorption interference,多重線吸收干擾,,多重线吸收干扰,,2015-05-25
2292901,multiple-wavelength spectrophotometry,多波長分光光度法,,多波长分光光度法,,2015-05-25
2292902,multiplication effect,放大效應；增殖效應,,放大效应,,2015-05-25
2292903,multiplicity,多重性,,多重性,,2015-05-25
2292904,multiplicity factor,多重性因數,,多重性因子,,2015-05-25
2292905,multiply deprotonated molecule,多重去質子分子,,多重去质子分子,,2015-05-25
2292906,multiply protonated molecule,多重質子化分子,,多重质子化分子,,2015-05-25
2292907,multipolymer,多[元]聚[合]物,,多元聚合物,,2015-05-25
2292908,multi-reference configuration interaction {= MRCI},多重參考組態相互作用法,,多参考组态相互作用法,,2015-05-25
2292909,multistep attenuator,多階衰減器,,阶梯减光板,,2015-05-25
2292910,multi-sweep voltammetry,多掃循環伏安法,,多扫循环伏安法,,2015-05-25
2292911,multivariate linear regression {= MLR},多變量線性回歸,,多元线性回归,,2015-05-25
2292912,muon spectroscopy,緲子譜學,,m子谱学,,2015-05-25
2292913,murexide,紫尿酸銨,,紫脲酸铵,,2015-05-25
2292914,muscovite,白雲母,,白云母,,2015-05-25
2292915,mutarotation,變旋[作用],,变旋作用,,2015-05-25
2292916,mutual diffusion,相互擴散,,互扩散,,2015-05-25
2292917,mutual radiation grafting,共輻射接枝,,共辐射接枝,,2015-05-25
2292918,MWD {microwave digestion},微波消化[法],,微波消解,,2015-05-25
2292919,myoglobin,肌紅蛋白；肌球蛋白,,肌红蛋白,,2015-05-25
2292920,myoglobulin,肌紅蛋白；肌球蛋白,,肌红蛋白,,2015-05-25
2292921,"N,N-dimethylformamide {= DMF}","N,N-二甲基甲醯胺",,二甲基甲酰胺,,2015-05-25
2292922,NAA {neutron activation analysis},中子活化分析,,中子活化分析,,2015-05-25
2292923,NACE {nonaqueous capillary electrophoresis},非水[相]毛細管電泳,,非水毛细管电泳,,2015-05-25
2292924,NaI(Tl) scintillator,NaI(Tl)閃爍體；NaI(Tl)閃爍器,,NaI(Tl)闪烁体,,2015-05-25
2292925,naked cluster,裸團簇,,裸簇,,2015-05-25
2292926,nano analytical chemistry,奈米分析化學,,纳米分析化学,,2015-05-25
2292927,nano ES {nanoelectrospray},奈電灑[法],,纳升电喷雾,,2015-05-25
2292928,nanochemistry,奈米化學,,纳米化学,,2015-05-25
2292929,nanoelectrochemistry,奈米電化學,,纳米电化学,,2015-05-25
2292930,nanoelectrode,奈米電極,,纳米电极,,2015-05-25
2292931,nanoelectrospray {= nano ES},奈電灑[法],,纳升电喷雾,,2015-05-25
2292932,nano-fiber,奈米纖維,,纳米纤维,,2015-05-25
2292933,nanoflow electrospray,奈流電灑,,纳喷雾,,2015-05-25
2292934,nanomaterial,奈米材料,,纳米材料,,2015-05-25
2292935,nanoparticle,奈米粒子；奈米顆粒,,纳米粒子,,2015-05-25
2292936,nanosized catalyst,奈米級觸媒；奈米級催化劑,,纳米（粒子）催化剂,,2015-05-25
2292937,nanostructure,奈米構造；奈米結構,,纳米结构,,2015-05-25
2292938,nanostructure electrode,奈米結構電極,,纳米结构电极,,2015-05-25
2292939,nanotechnology,奈米技術,,纳米技术,,2015-05-25
2292940,nanotube,奈米管,,纳米管,,2015-05-25
2292941,nanowire,奈米線,,纳米线,,2015-05-25
2292942,naphthalene,萘,,萘,,2015-05-25
2292943,"naphtho[1,8-de]pyrimidine","萘并[1,8-de]嘧啶；呸啶",,"萘并[1,8-de]嘧啶",,2015-05-25
2292944,naphthoquinone,萘醌,,萘醌,,2015-05-25
2292945,naphthyridine,"【口奈】啶；吡啶并[2,3-b]吡啶",,"吡啶并[2,3-b]吡啶",,2015-05-25
2292946,narrow beam,細射柱；細光束,,窄[辐射]束,,2015-05-25
2292947,native defect,本質缺陷,,本征缺陷,,2015-05-25
2292948,natural amino acid,天然胺基酸,,天然氨基酸,,2015-05-25
2292949,natural fiber,天然纖維,,天然纤维,,2015-05-25
2292950,natural line width,自然[譜]線寬,,自然线宽,,2015-05-25
2292951,natural macromolecule,天然巨分子,,天然高分子,,2015-05-25
2292952,natural orbital,自然軌域,,自然轨道,,2015-05-25
2292953,natural radioelement,天然放射元素,,天然放射性元素,,2015-05-25
2292954,natural radionuclide,天然放射核種,,天然放射性核素,,2015-05-25
2292955,natural resin,天然樹脂,,天然树脂,,2015-05-25
2292956,natural rubber,天然橡膠,,天然橡胶,,2015-05-25
2292957,natural uranium {= NU},天然鈾,,天然铀,,2015-05-25
2292958,N-benzoylglycine,N-苯甲醯甘胺酸；馬尿酸,,马尿酸，N-苯甲酰甘氨酸,,2015-05-25
2292959,NBR {nitrile rubber},腈橡膠；丁二烯-丙烯腈橡膠,,丁腈橡胶,,2015-05-25
2292960,NDDO {neglect of diatomic differential overlap method},忽略雙原子微分重疊法,,忽略微分重迭方法,,2015-05-25
2292961,near equilibrium state,近平衡態,,近平衡态,,2015-05-25
2292962,near field,近場,,[高放废物处理库]近场,,2015-05-25
2292963,near field laser thermal lens spectrometry,近場雷射熱透鏡光譜法,,近场激光热透镜光谱法,,2015-05-25
2292964,near field optical microscope,近場光學顯微鏡,,近场光学显微镜[法],,2015-05-25
2292965,near infrared diffuse reflection spectrometry,近紅外線漫散反射光譜法,,近红外漫反射光谱法,,2015-05-25
2292966,near infrared spectrometry {= NIRS},近紅外線光譜法,,近红外光谱法,,2015-05-25
2292967,near infrared spectrum {= NIR},近紅外線光譜,,近红外光谱,,2015-05-25
2292968,near-field spectrometer,近場光譜儀,,近场光谱仪,,2015-05-25
2292969,near-infrared Fourier transform surface-enhanced Raman spectrometry {= NIR-FT-SERS},近紅外傅立葉轉換表面增強拉曼光譜法,,近红外傅里叶变换表面增强拉曼光谱法,,2015-05-25
2292970,nebulization efficiency,霧化效率,,雾化效率,,2015-05-25
2292971,nebulizer,霧化器,,雾化器,,2015-05-25
2292972,necking,頸化,,颈缩现象,,2015-05-25
2292973,negative correlation,負相關,,负相关,,2015-05-25
2292974,negative electrode,負[電]極,,负极,,2015-05-25
2292975,negative ion,負離子 {陰離子},,<p>负离子</p>,,2015-05-25
2292976,negative ion chemical ionization {= NICI},負離子化學游離,,负离子化学电离,,2015-05-25
2292977,negative ion mass spectrum,負離子質譜,,负离子质谱,,2015-05-25
2292978,negative peak,負峰,,负峰,,2015-05-25
2292979,negative thixotropy,負觸變性,,﹡负触变性,,2015-05-25
2292980,neglect of diatomic differential overlap method {= NDDO},忽略雙原子微分重疊法,,忽略微分重迭方法,,2015-05-25
2292981,neighboring group assistance,鄰基協助,,邻助作用,,2015-05-25
2292982,neighboring group effect,鄰基效應,,邻基效应,,2015-05-25
2292983,neighboring group participation,鄰基參與,,邻基参与,,2015-05-25
2292984,nematic phase,向列相,,向列相,,2015-05-25
2292985,neocupferron,新銅鐵靈；新銅鐵試劑,,新铜铁试剂,,2015-05-25
2292986,neolignan,新木脂素,,新木脂素,,2015-05-25
2292987,nephelometry,散射測濁法；散射濁度測定法,,浊度法,,2015-05-25
2292988,neptunium decay series,錼衰變系,,镎衰变系,,2015-05-25
2292989,neptunium family,錼[衰變]系,,镎衰变系,,2015-05-25
2292990,neptunyl,錼醯基,,镎酰,,2015-05-25
2292991,nereistoxin,沙蠶毒素,,沙蚕毒素,,2015-05-25
2292992,Nernst equation,能斯特方程式,,能斯特方程,,2015-05-25
2292993,nerviness,回縮性,,回缩性,,2015-05-25
2292994,Nessler reagent,內斯勒試劑,,奈斯勒试剂,,2015-05-25
2292995,net atomic population,淨原子密度；淨原子居量數,,净原子布居数,,2015-05-25
2292996,net retention time,淨滯留時間,,净保留时间,,2015-05-25
2292997,net retention volume,淨滯留體積,,净保留体积,,2015-05-25
2292998,network,網路,,网络,,2015-05-25
2292999,network density,交聯度,,交联度,,2015-05-25
2293000,neutral filter,中性濾光片,,中性滤光片,,2015-05-25
2293001,neutral flame,中性火焰,,中性火焰,,2015-05-25
2293002,neutral fragment reionization {= NFR},中性碎片再游離,,中性碎片再电离,,2015-05-25
2293003,neutral point,[酸鹼]中和點；[電]中性點,,中性点,,2015-05-25
2293004,neutral red,中性紅,,中性红,,2015-05-25
2293005,neutralization,中和[作用],,中和,,2015-05-25
2293006,neutralization reionization mass spectrometry {= NRMS},中性化再游離質譜法,,中性化再电离质谱法,,2015-05-25
2293007,neutron absorption,中子吸收,,中子吸收,,2015-05-25
2293008,neutron activation analysis {= NAA},中子活化分析,,中子活化分析,,2015-05-25
2293009,neutron capture,中子捕獲,,中子俘获,,2015-05-25
2293010,neutron counter,中子計數器；中子數計,,中子计数器,,2015-05-25
2293011,neutron detector,中子偵檢器,,中子探测器,,2015-05-25
2293012,neutron diffraction,中子繞射,,中子衍射,,2015-05-25
2293013,neutron diffraction analysis,中子繞射分析,,中子衍射分析,,2015-05-25
2293014,neutron dosimeter,中子劑量計,,中子剂量计,,2015-05-25
2293015,neutron fluence,中子注量；中子通量,,中子注量,,2015-05-25
2293016,neutron fluence rate,中子注量率,,中子注量率,,2015-05-25
2293017,neutron generator,中子產生器,,中子发生器,,2015-05-25
2293018,neutron monitor,中子監測器,,中子监测器,,2015-05-25
2293019,neutron photography,中子照相術,,中子照相术,,2015-05-25
2293020,neutron scattering,中子散射,,﹡中子散射,,2015-05-25
2293021,neutron scattering analysis,中子散射分析,,中子散射分析,,2015-05-25
2293022,neutron source,中子源,,中子源,,2015-05-25
2293023,neutron spectroscopy,中子譜學,,中子谱学,,2015-05-25
2293024,neutron-rich nuclide,豐中子核種,,丰中子核素,,2015-05-25
2293025,Newman projection,紐曼投影式,,纽曼投影式,,2015-05-25
2293026,Newtonian flow,牛頓流動,,牛顿流动,,2015-05-25
2293027,Newtonian fluid,牛頓流體,,牛顿流体,,2015-05-25
2293028,Newtonian shear viscosity,牛頓剪切黏度,,牛顿剪切黏度,,2015-05-25
2293029,Newtonian viscosity,牛頓黏度,,牛顿黏度,,2015-05-25
2293031,NICI {negative ion chemical ionization},負離子化學游離,,负离子化学电离,,2015-05-25
2293032,nickel metal-hydride battery,鎳金屬氫化物電池[組],,镍金属氢化物电池,,2015-05-25
2293033,nickel-cadmium battery,鎳鎘電池[組],,镍镉电池,,2015-05-25
2293034,nido-,巢,,巢式,,2015-05-25
2293035,nigrometer,黑度計,,黑度计,,2015-05-25
2293036,Nile blue A,尼羅藍A,,尼罗蓝A,,2015-05-25
2293037,ninhydrin reaction,寧海準反應,,茚三酮反应,,2015-05-25
2293038,NIR {near infrared spectrum},近紅外線光譜,,近红外光谱,,2015-05-25
2293039,NIR-FT-SERS {near-infrared Fourier transform surface-enhanced Raman spectrometry},近紅外傅立葉轉換表面增強拉曼光譜法,,近红外傅里叶变换表面增强拉曼光谱法,,2015-05-25
2293041,nitramine,硝胺；四硝基炸藥,,硝胺,,2015-05-25
2293042,nitrate reductase,硝酸鹽還原酶,,硝酸盐还原酶,,2015-05-25
2293043,nitration,硝化[作用],,硝化,,2015-05-25
2293044,nitrene,氮烯,,氮宾,,2015-05-25
2293045,nitrenium ion,氮正離子,,氮正离子,,2015-05-25
2293046,nitridation,氮化[作用],,氮化,,2015-05-25
2293047,nitride catalyst,氮化物觸媒；氮化物催化劑,,氮化物催化剂,,2015-05-25
2293048,nitrile,腈,,腈,,2015-05-25
2293049,nitrile oxide,腈氧化物,,腈氧化物,,2015-05-25
2293050,nitrile rubber {= NBR},腈橡膠；丁二烯-丙烯腈橡膠,,丁腈橡胶,,2015-05-25
2293051,nitrile sulfide,腈硫化物,,腈硫化物,,2015-05-25
2293052,nitrile ylide,腈偶極體,,腈叶立德,,2015-05-25
2293053,nitrilimine,腈亞胺,,腈亚胺,,2015-05-25
2293054,nitrilium ion,腈正離子,,腈正离子,,2015-05-25
2293055,nitrilotriacetic acid {= NTA},氮[基]三醋酸,,氨三乙酸,,2015-05-25
2293056,nitrimine,硝亞胺,,硝亚胺,,2015-05-25
2293057,nitrite reductase,亞硝酸鹽還原酶,,亚硝酸盐还原酶,,2015-05-25
2293058,nitro compound,硝基化合物,,硝基化合物,,2015-05-25
2293059,nitrogen fixation,氮固定；固氮作用,,固氮[作用],,2015-05-25
2293060,nitrogen ylide,氮偶極體,,氮叶立德,,2015-05-25
2293061,nitrogenase,固氮酶,,固氮酶,,2015-05-25
2293062,nitrogen-phosphorus detector {= NPD},氮-磷偵檢器,,氮-磷检测器,,2015-05-25
2293063,nitron,試硝酸靈,,硝酸试剂,,2015-05-25
2293064,nitrone,硝酮,,硝酮,,2015-05-25
2293065,nitrosation,亞硝化,,亚硝化,,2015-05-25
2293066,nitrosimine,亞硝亞胺,,亚硝亚胺,,2015-05-25
2293067,nitroso compound,亞硝基化合物,,亚硝基化合物,,2015-05-25
2293068,nitrous oxide-acetylene flame,氧化亞氮-乙炔火焰,,氧化亚氮-乙炔火焰,,2015-05-25
2293069,nitroxide,氮氧自由基,,氮氧自由基,,2015-05-25
